,id,gpt-3.5-turbo_A_vote,gpt-3.5-turbo_A_for_lprob,gpt-3.5-turbo_A_against_lprob,gpt-3.5-turbo_H_vote,gpt-3.5-turbo_H_for_lprob,gpt-3.5-turbo_H_against_lprob,gpt-3.5-turbo_Sp_vote,gpt-3.5-turbo_Sp_for_lprob,gpt-3.5-turbo_Sp_against_lprob,gpt-3.5-turbo_FrP_vote,gpt-3.5-turbo_FrP_for_lprob,gpt-3.5-turbo_FrP_against_lprob,gpt-3.5-turbo_KrF_vote,gpt-3.5-turbo_KrF_for_lprob,gpt-3.5-turbo_KrF_against_lprob,gpt-3.5-turbo_MDG_vote,gpt-3.5-turbo_MDG_for_lprob,gpt-3.5-turbo_MDG_against_lprob,gpt-3.5-turbo_SV_vote,gpt-3.5-turbo_SV_for_lprob,gpt-3.5-turbo_SV_against_lprob,gpt-3.5-turbo_V_vote,gpt-3.5-turbo_V_for_lprob,gpt-3.5-turbo_V_against_lprob,gpt-3.5-turbo_R_vote,gpt-3.5-turbo_R_for_lprob,gpt-3.5-turbo_R_against_lprob
6657,193086,mot,-2.4598696,-0.14720176,for,-0.51742184,-0.9158708,mot,-1.2125087,-0.35461378,mot,-3.5880816,-0.034538493,mot,-2.4103045,-0.10251189,mot,-8.583744,-0.013454198,mot,-3.3829584,-0.042855304,mot,-3.1517088,-0.058906816,mot,-3.9905407,-0.022843571
6658,193088,for,-0.0017274184,-11.667928,for,-0.009881102,-13.722608,for,-0.000156101,-12.712969,for,-0.0011050907,-10.991811,for,-0.0004904801,-11.035353,for,-0.0016415,-9.856772,for,-0.0011895108,-10.226502,for,-0.0030318983,-13.248939,for,-0.004748503,-11.761304
6659,1930810,for,-0.05656528,-2.9507341,for,-0.002529172,-6.023245,for,-0.0064024734,-5.0986686,for,-0.044951398,-3.1601782,for,-0.02038807,-4.3291707,for,-0.0804471,-2.5715208,for,-0.03637274,-3.347385,for,-0.0009144436,-7.2127085,for,-0.011694644,-4.662146
6660,193097,for,-0.37253296,-1.196931,for,-0.15626605,-4.174674,for,-0.15877363,-1.9344923,for,-0.09298351,-2.4521391,for,-0.07269219,-2.7785962,for,-0.06023961,-3.0545957,for,-0.527905,-0.902226,for,-0.0693934,-4.533663,mot,-2.0630891,-0.1514336
6661,193109,for,-0.0028552786,-15.060001,for,-0.002875369,-16.73507,for,-0.00060164585,-15.090795,for,-0.0012103531,-13.667069,for,-0.0017506265,-15.014246,for,-0.008376633,-12.799282,for,-0.00071838836,-12.948775,for,-0.0024265521,-15.369368,for,-0.0016307901,-13.6899185
6662,193113,for,-0.0005174092,-8.735925,for,-0.0014390426,-11.756503,for,-0.00033475063,-9.793664,for,-0.010149253,-4.731974,for,-0.002460318,-9.031431,for,-0.009279753,-5.4688916,for,-0.0010447168,-7.566337,for,-0.00047726318,-10.295916,for,-0.001569976,-7.0438805
6663,193114,mot,-7.088388,-0.0019219682,mot,-9.719386,-0.00064166525,mot,-6.3514214,-0.0019034126,mot,-5.806112,-0.0040735323,mot,-7.697454,-0.0022637327,mot,-9.97853,-0.0003056686,mot,-2.3899627,-0.09959945,mot,-8.825297,-0.0041114045,mot,-1.6162348,-0.22511388
6664,193122,for,-0.006688972,-5.3591385,for,-0.00021474186,-9.712411,for,-0.0008319015,-7.6931653,for,-0.00464183,-5.637172,for,-0.0034377999,-6.642789,for,-0.0025096666,-6.880174,for,-0.004487681,-5.589559,for,-0.0002852921,-8.889785,for,-0.0032436666,-7.180524
6665,193131,for,-0.0038364213,-10.238233,for,-0.00027277938,-12.358637,for,-0.0003309361,-10.604516,for,-0.003482351,-6.9583526,for,-6.706687e-05,-12.518007,for,-0.002542728,-7.1052666,for,-0.00062999426,-7.829846,for,-4.978234e-05,-11.964184,for,-0.0010392407,-7.588363
6666,193141,for,-0.0035808263,-6.6390123,for,-0.00087990024,-11.672097,for,-0.0003673941,-9.209764,for,-0.008198225,-5.3958097,for,-0.004215282,-9.602936,for,-0.0034155857,-6.730758,for,-0.0060461126,-7.4102726,for,-0.004595438,-10.74475,for,-0.0061140056,-6.6824903
6667,193150,for,-0.0019951318,-7.432434,for,-0.0006134323,-7.810113,for,-0.0005290838,-8.5245905,for,-0.009646181,-4.983674,for,-0.0022251988,-6.4622035,for,-0.008596493,-4.8813725,for,-0.005658571,-5.288482,for,-0.000616174,-10.894987,for,-0.002305243,-7.0147047
6668,193160,for,-0.013539231,-5.710738,for,-0.0004735679,-11.594909,for,-0.00070373365,-9.258812,for,-0.01266268,-6.234106,for,-0.003867658,-7.279247,for,-0.018852444,-5.811779,for,-0.0063387454,-7.1505265,for,-0.002497537,-11.48916,for,-0.02747423,-6.374379
6669,193513,for,-0.12444335,-2.2200606,for,-0.0013655929,-8.225731,for,-0.01086706,-4.5639067,for,-0.20978999,-1.6916282,for,-0.028029041,-3.6493,for,-0.0066832867,-5.3677616,for,-0.018698597,-4.0520773,for,-0.0038803578,-7.6851015,for,-0.008635842,-5.0846133
6670,193521,for,-0.041970715,-3.7163863,for,-0.11869769,-6.405624,for,-0.0105962735,-5.093911,for,-0.094852716,-2.446213,for,-0.04990216,-3.2226107,for,-0.02940815,-4.040545,for,-0.08755223,-2.5198758,for,-0.015983464,-6.5054054,for,-0.024953961,-5.265112
6671,193522,for,-0.0035405592,-5.975907,for,-0.0028526634,-7.787381,for,-0.0035032649,-5.772384,for,-0.04239997,-3.2194896,for,-0.00751955,-5.73306,for,-0.0024735166,-6.5722556,for,-0.0031495579,-6.032017,for,-0.0056819264,-7.85977,for,-0.002495991,-7.5808783
6672,193524,for,-0.0002701569,-12.5059595,for,-0.00032187664,-15.606672,for,-4.310693e-05,-14.995049,for,-0.00012130453,-14.0613985,for,-0.00013107191,-15.059794,for,-8.208653e-05,-14.404575,for,-7.600714e-05,-13.222109,for,-0.0001341712,-14.947234,for,-0.00012940305,-15.272614
6673,193525,for,-0.59833527,-0.8013153,for,-0.62998194,-0.76178354,for,-0.34471747,-1.2335305,mot,-0.7501968,-0.645182,for,-0.33149162,-1.2729131,for,-0.39896178,-1.1177042,for,-0.35222745,-1.2172596,for,-0.024688229,-3.7610583,for,-0.2067919,-1.6921434
6674,193526,for,-0.1911191,-1.7732114,for,-0.14439294,-2.0473242,for,-0.09362635,-2.4197867,for,-0.6968508,-0.7032862,for,-0.16798326,-1.8907006,for,-0.049938567,-3.036202,for,-0.16870628,-1.8755049,for,-0.013336936,-5.607461,for,-0.0050917994,-5.5451136
6675,193530,for,-0.026545627,-7.5602655,for,-0.038572572,-11.108292,for,-0.000947784,-9.864279,for,-0.0059094806,-6.244292,for,-0.0033268342,-7.043717,for,-0.019987699,-4.8257203,for,-0.008860371,-5.150407,for,-0.004518058,-9.859537,for,-0.0126585625,-6.037996
6676,193540,mot,-1.291709,-0.32351583,mot,-2.3786986,-0.09845572,mot,-2.1907115,-0.11876257,mot,-5.923698,-0.0033181652,mot,-2.8549001,-0.06103493,mot,-2.2799864,-0.108561546,mot,-1.1158032,-0.3997159,mot,-1.8642166,-0.16899939,mot,-2.199009,-0.11819842
6677,193561,for,-0.006814477,-9.011561,for,-0.0014548785,-12.011169,for,-0.00033891908,-9.193568,for,-0.020958496,-3.99894,for,-0.01108602,-5.4283795,for,-0.017399753,-4.2451315,for,-0.0042345123,-6.488781,for,-0.016986005,-9.343457,for,-0.0007852103,-9.303283
6678,193562,for,-0.10045628,-4.6190166,for,-0.063137874,-4.789403,for,-0.015142056,-4.7294574,for,-0.05805208,-3.507742,for,-0.044683315,-3.412401,for,-0.21589348,-1.7549751,for,-0.010867533,-5.733068,for,-0.101594366,-5.7332263,for,-0.015520304,-8.108351
6679,193574,for,-0.25271177,-1.5126338,for,-0.088781096,-2.4879549,for,-0.09996938,-2.3554206,mot,-1.1379225,-0.39336616,for,-0.15657954,-1.9451613,for,-0.24995995,-1.5241299,for,-0.0930363,-2.446182,for,-0.06409306,-2.8795457,for,-0.108346336,-2.3572495
6680,193581,for,-0.16623579,-1.905608,for,-0.06994299,-3.0335317,for,-0.2980343,-1.3575398,mot,-1.8757716,-0.16779813,for,-0.26923496,-1.4578717,for,-0.39516112,-1.1231465,for,-0.2970519,-1.3614287,for,-0.04181308,-3.2366488,for,-0.2730151,-1.4360553
6681,193582,for,-0.028023133,-4.6036954,for,-0.0014498754,-7.781876,for,-0.011517902,-4.7622676,for,-0.17223564,-1.858965,for,-0.021867244,-4.212072,for,-0.05454956,-2.995372,for,-0.008834966,-4.901293,for,-0.0024039585,-6.639508,for,-0.003740341,-5.8005447
6682,193583,for,-0.18162604,-1.8003547,mot,-0.7379108,-0.65113026,for,-0.26053438,-1.4736997,mot,-1.9311794,-0.15811954,mot,-0.7897672,-0.61098,for,-0.45050293,-1.0194345,for,-0.54667115,-0.8685248,for,-0.08535164,-2.5829904,for,-0.38764793,-1.1397231
6683,193603,mot,-1.0469625,-0.43867087,for,-0.06540103,-3.0175037,for,-0.31478253,-1.3141149,mot,-1.2974119,-0.32658666,for,-0.23869346,-1.6932833,mot,-1.0228151,-0.45173588,for,-0.55647165,-0.85838586,for,-0.028070886,-3.823916,for,-0.20713693,-1.700526
6684,193604,for,-0.25890929,-1.499937,for,-0.01278733,-4.774796,for,-0.018061204,-4.0582814,for,-0.33904472,-1.263323,for,-0.09009417,-2.545382,for,-0.12034539,-2.2403061,for,-0.07550134,-2.6594439,for,-0.0053513977,-5.769729,for,-0.010785459,-5.1943393
6685,193612,for,-0.29942593,-1.3701543,for,-0.024283642,-3.7532399,for,-0.37105897,-1.1754413,mot,-1.207265,-0.36313352,for,-0.19641632,-1.7492461,for,-0.07211018,-2.679597,for,-0.32955652,-1.2873049,for,-0.012560156,-4.448191,for,-0.15881188,-1.9346336
6686,193621,for,-0.03625007,-3.4484434,for,-0.006871191,-9.179494,for,-0.0010314998,-7.084144,for,-0.00475953,-5.90799,for,-0.011390617,-4.6708755,for,-0.05322199,-3.164718,for,-0.07100819,-2.7120986,for,-0.010724014,-10.102599,for,-0.017032769,-4.2250843
6687,193640,for,-0.16076915,-1.9378344,for,-0.014426149,-4.4812937,for,-0.06115436,-2.8645983,for,-0.49494913,-0.95252585,for,-0.22927119,-1.7441676,for,-0.04043779,-3.601986,for,-0.056415103,-3.027553,for,-0.03670328,-3.7296526,for,-0.038632445,-3.469573
6688,193650,for,-0.022536032,-8.723506,for,-0.01647289,-9.323283,for,-0.0008241569,-7.8000755,for,-0.007579059,-5.6541586,for,-0.010757982,-6.868338,for,-0.0019418459,-8.344376,for,-0.0043344605,-7.7010736,for,-0.005140308,-11.4973755,for,-0.009751365,-8.493066
6689,1933833,mot,-0.9964489,-0.48823202,for,-0.5808246,-0.8930385,for,-0.3637593,-1.1974804,mot,-3.780527,-0.04104622,mot,-0.7493775,-0.65867925,mot,-1.0248618,-0.4556098,mot,-1.1836524,-0.3727545,for,-0.307091,-1.3576663,mot,-0.889461,-0.54199547
6690,1933834,for,-0.019334888,-4.0824757,for,-0.007922334,-5.0057917,for,-0.006156781,-5.1391964,for,-0.19390012,-1.7627172,for,-0.0139305405,-4.404132,for,-0.04685188,-3.242891,for,-0.03170405,-3.5505562,for,-0.013675991,-4.8311906,for,-0.07333857,-2.9111605
6691,1933835,mot,-1.4676896,-0.26668942,mot,-2.6043887,-0.081027605,mot,-2.744422,-0.06737052,mot,-6.518115,-0.004004315,mot,-3.1455555,-0.047044788,mot,-3.3805664,-0.03972316,mot,-2.263707,-0.11163399,mot,-2.8376281,-0.0628136,mot,-2.8182335,-0.064655185
6692,1933931,mot,-1.1282296,-0.39896253,mot,-1.6152389,-0.2228782,mot,-1.3322506,-0.30687144,mot,-2.9356155,-0.061246864,for,-0.652497,-0.748017,mot,-1.5092144,-0.25487712,mot,-0.875653,-0.5407989,mot,-2.0764647,-0.13869387,mot,-1.1982704,-0.36698306
6693,1933932,for,-0.6082317,-0.8165867,for,-0.60873246,-0.79295564,for,-0.4475391,-1.0277736,mot,-2.2915514,-0.10853363,mot,-0.7700012,-0.6361816,mot,-0.7344708,-0.66057247,for,-0.43774983,-1.0431576,for,-0.47584638,-1.0498706,mot,-0.7415865,-0.6597689
6694,1934028,for,-3.7742768e-05,-11.829725,for,-5.0974373e-05,-12.326144,for,-1.2590794e-05,-13.202586,for,-9.1742026e-05,-10.469105,for,-2.7014437e-05,-11.340282,for,-0.00012487332,-10.431453,for,-4.608702e-05,-12.620155,for,-1.378283e-05,-12.846909,for,-2.2365493e-05,-13.438031
6695,1934129,for,-0.04123979,-5.6065607,for,-0.01201531,-8.755565,for,-0.009005698,-6.0661097,for,-0.023453942,-4.5600576,for,-0.014075473,-5.5999975,for,-0.030592637,-4.511639,for,-0.0093679745,-4.916993,for,-0.034127854,-8.461905,for,-0.016453903,-4.456704
6696,1934130,mot,-4.1273623,-0.017544776,mot,-2.9034503,-0.06250983,mot,-2.3439488,-0.10334817,mot,-3.7397792,-0.028366761,mot,-1.6264375,-0.22182408,mot,-1.4786378,-0.2627755,mot,-2.0795362,-0.1368863,mot,-2.0832443,-0.14923479,mot,-4.430523,-0.017723037
6697,1934227,for,-0.010821662,-4.7294307,for,-0.08881764,-5.146015,for,-0.0046334034,-5.875258,for,-0.05394942,-2.98876,for,-0.0599262,-2.9785054,for,-0.021581687,-4.0600014,for,-0.052722372,-3.0762267,for,-0.020286215,-4.7837424,for,-0.010856684,-6.243204
6698,1934319,for,-0.19194484,-2.0010478,for,-0.294201,-5.034134,for,-0.025174035,-3.7525492,for,-0.20375827,-1.8020592,for,-0.06895198,-2.8220057,for,-0.109404996,-2.4364467,for,-0.09537485,-2.4615552,for,-0.008006189,-6.204093,mot,-0.8035274,-0.64118534
6699,1934321,mot,-1.2827817,-0.3806363,mot,-1.5160098,-0.2711711,mot,-1.0410281,-0.4563457,mot,-4.255151,-0.022387417,mot,-0.90584344,-0.5840432,mot,-1.9132687,-0.16696319,mot,-2.0510497,-0.1394897,mot,-1.3249569,-0.31356242,mot,-3.4287217,-0.03749967
6700,1934322,mot,-0.92053014,-0.516157,mot,-0.9477496,-0.49550965,for,-0.41240004,-1.0880668,mot,-3.8946824,-0.024351707,for,-0.53696877,-0.8969541,mot,-1.4379482,-0.28626445,for,-0.23718673,-1.5641253,mot,-1.8850336,-0.16846184,mot,-2.633863,-0.07580317
6701,1934323,for,-0.009710535,-6.307249,for,-0.0037370182,-6.5543027,for,-0.0021321794,-6.380522,for,-0.044669755,-3.2105844,for,-0.019474473,-4.1442456,for,-0.005839569,-5.516,for,-0.02531398,-3.7516325,for,-0.0026259543,-6.9831443,for,-0.00966696,-4.914141
6702,1934324,for,-0.6507231,-0.8051077,for,-0.078302324,-2.6442966,for,-0.26845005,-1.4655325,mot,-1.2124577,-0.37452507,for,-0.6290246,-0.7768594,mot,-3.1795974,-0.04683823,for,-0.5261114,-0.9044607,mot,-0.7906663,-0.6185433,mot,-1.7129481,-0.20212582
6703,1934325,for,-0.00068991707,-16.247398,for,-0.0028246085,0.0,for,-8.75699e-05,-16.410204,for,-0.0003808641,-13.08871,for,-0.00045760558,-13.540125,for,-0.00012618455,-15.763794,for,-0.00017851128,-15.514371,for,-0.0023362818,-17.188128,for,-0.0006339244,-16.192518
6704,1934326,mot,-1.0472732,-0.442285,mot,-1.0962653,-0.40788788,for,-0.3098548,-1.3264449,mot,-3.4184365,-0.035551522,mot,-1.4176505,-0.28244996,for,-0.53703076,-0.8884521,for,-0.64739037,-0.7441082,for,-0.6142759,-0.7916898,for,-0.5458426,-0.87048095
6705,1934418,for,-0.0045317076,-10.052568,for,-0.0117741665,-10.570301,for,-0.0004150609,-11.931939,for,-0.00287858,-6.2705007,for,-0.0011692719,-11.0412445,for,-0.0007139816,-7.803925,for,-0.001377495,-7.6235223,for,-0.0018486744,-10.31382,for,-0.0111228,-9.138402
6706,1934516,for,-0.007847703,-4.9052725,for,-0.005962811,-5.1809964,for,-0.00092849496,-7.0503955,for,-0.048677523,-3.0760975,for,-0.004617984,-5.3944974,for,-0.032734465,-3.4870229,for,-0.045633134,-3.1504285,for,-0.0002036596,-8.72621,for,-0.009976472,-4.668727
6707,1934517,for,-0.009949211,-7.0944085,for,-0.0010800873,-11.3415785,for,-0.0012655939,-10.191854,for,-0.009365258,-5.803051,for,-0.014510755,-9.724569,for,-0.002566622,-8.331958,for,-0.0017031522,-8.522507,for,-0.0060115103,-11.374357,for,-0.0120119015,-7.877586
6708,1934636,for,-0.31070146,-1.3335229,for,-0.33001918,-1.2827322,for,-0.368429,-1.1822755,mot,-1.493351,-0.25996208,for,-0.32649174,-1.2844995,mot,-1.4042153,-0.28616193,for,-0.3316025,-1.2667985,for,-0.029403407,-3.5665815,for,-0.1284576,-2.124084
6709,1934637,mot,-1.4171022,-0.30269185,mot,-1.0705056,-0.4226442,mot,-1.2299298,-0.36018646,mot,-5.2750874,-0.02631772,mot,-1.6278026,-0.23218803,mot,-2.7464662,-0.10957755,mot,-1.652033,-0.21838203,mot,-2.0544813,-0.14489725,mot,-2.492674,-0.088289574
6710,1934638,mot,-5.1742854,-0.0073084454,mot,-3.9307184,-0.03516098,mot,-4.2128215,-0.015737187,mot,-6.8834624,-0.003627389,mot,-5.0801992,-0.0074873613,mot,-9.532625,-0.0006062911,mot,-4.7505875,-0.011619367,mot,-3.456053,-0.03508018,mot,-4.4519095,-0.0137058515
6711,193479,for,-0.013465485,-5.1689086,for,-0.005215856,-7.2253485,for,-0.001217498,-7.5629716,for,-0.1191529,-2.2286844,for,-0.0042053093,-6.687511,for,-0.0230011,-5.211436,for,-0.017148431,-4.3411555,for,-0.005150385,-7.9076676,for,-0.016833633,-5.47981
6712,1934710,for,-0.021715852,-4.244328,for,-0.016554387,-4.68446,for,-0.009463638,-4.6927505,for,-0.5048666,-0.9389982,for,-0.0221448,-3.8585553,for,-0.33810064,-1.2636912,for,-0.048654933,-3.0888696,for,-0.006256058,-5.7070713,for,-0.0013211924,-7.729343
6713,1934711,for,-0.02096457,-12.515319,for,-0.0024434314,-14.848885,for,-0.00020568605,-12.664959,for,-0.003982943,-9.3968315,for,-0.0010453128,-11.958641,for,-0.0005183628,-10.959925,for,-0.001058295,-12.040846,for,-0.00450892,-13.100086,for,-0.002568522,-10.750503
6714,1934712,for,-0.25078073,-1.5115839,for,-0.04677043,-3.1020224,for,-0.022418188,-3.822673,mot,-1.3813342,-0.29392996,for,-0.13813294,-2.0527906,for,-0.07707227,-2.6759245,mot,-0.7220797,-0.6659197,for,-0.05169319,-3.003729,mot,-1.4549774,-0.26721993
6715,1934713,mot,-0.7454037,-0.66342586,for,-0.6861456,-0.7047575,for,-0.35447815,-1.2109997,mot,-1.8481765,-0.17777394,mot,-0.7607519,-0.6478445,for,-0.39359432,-1.1406951,for,-0.26616636,-1.47916,for,-0.20223345,-1.7345783,for,-0.5825458,-0.8601509
6716,1934714,mot,-1.1250663,-0.4329047,mot,-1.6072961,-0.2505037,mot,-1.1165441,-0.4005216,mot,-2.6027827,-0.08693639,mot,-0.8340494,-0.58844775,mot,-0.85502726,-0.56967264,for,-0.5779303,-0.84349424,mot,-0.9788493,-0.52290905,mot,-1.1937256,-0.37559134
6717,1934715,for,-0.36502388,-1.2618783,for,-0.24681862,-1.5793191,for,-0.05608368,-2.936718,mot,-1.925588,-0.16570029,for,-0.46560588,-1.01287,for,-0.6532253,-0.7453197,for,-0.20109205,-1.7261775,for,-0.10942283,-2.536667,for,-0.4065319,-1.1291615
6718,1934820,for,-0.49168408,-0.98280346,mot,-1.7176973,-0.20244612,for,-0.07218815,-2.6867054,mot,-0.7183899,-0.68784946,for,-0.42553702,-1.1902694,for,-0.31115586,-1.3615823,for,-0.11519413,-2.241388,mot,-0.93175375,-0.52477133,for,-0.5310368,-0.893063
6719,193491,mot,-4.38012,-0.015907787,mot,-6.8193846,-0.0016872011,mot,-6.990744,-0.0011316438,mot,-9.02825,-0.001181062,mot,-4.7543206,-0.01642083,mot,-2.8108613,-0.07130983,mot,-3.9822912,-0.021662768,mot,-5.122397,-0.008167835,mot,-6.6237197,-0.0018019152
6720,193492,for,-8.363618e-05,-9.800961,for,-8.4112995e-05,-12.181208,for,-0.00014990607,-10.069823,for,-0.0011067559,-7.131869,for,-9.2695656e-05,-10.279088,for,-0.00014525715,-9.99308,for,-0.000119874094,-11.635542,for,-3.1424974e-05,-11.597955,for,-0.00010402,-10.426572
6721,193493,for,-0.3334437,-1.2703791,for,-0.25297424,-1.5118396,for,-0.12633847,-2.1356387,mot,-0.7712261,-0.63250464,for,-0.17287473,-1.8692362,for,-0.013812857,-4.5790195,for,-0.17563824,-1.8411388,for,-0.14272816,-2.06619,for,-0.43017733,-1.0606896
6722,193494,for,-0.029105995,-4.407032,for,-0.0033620084,-6.814853,for,-0.003368185,-6.5711155,for,-0.037615404,-3.5382466,for,-0.017908175,-4.662901,for,-0.009668733,-5.6738343,for,-0.013980259,-5.2809367,for,-0.0054735173,-6.7168097,for,-0.029229306,-4.8204966
6723,193495,for,-0.014929744,-5.890641,for,-0.004623799,-8.415155,for,-0.0004154185,-8.583004,for,-0.0525862,-3.1481063,for,-0.004419198,-6.812334,for,-0.0071019125,-6.5298605,for,-0.0037518633,-6.124134,for,-0.0005682835,-10.51177,for,-0.009153483,-8.0846
6724,193496,for,-0.004168272,-7.400859,for,-0.00074935204,-10.111626,for,-6.6113236e-05,-11.318755,for,-0.0045307577,-6.065505,for,-0.0033462057,-7.874673,for,-0.002171555,-8.124221,for,-0.0019214913,-8.105264,for,-0.00056185015,-11.585,for,-0.000857743,-8.902474
6725,193497,for,-0.010572331,-4.678545,for,-0.011051591,-4.544207,for,-0.001824289,-6.4306936,for,-0.009509449,-5.2625194,for,-0.015692707,-4.974744,for,-0.0057744924,-8.000266,for,-0.009866822,-5.125309,for,-0.022270713,-8.341725,for,-0.0030575693,-8.174658
6726,193766,for,-0.022325862,-4.198178,for,-0.002216869,-6.268021,for,-0.006014945,-5.207465,for,-0.14106248,-2.0364635,for,-0.022878645,-3.9270458,for,-0.004492427,-6.1701245,for,-0.015876342,-4.243236,for,-0.0014390426,-7.030843,for,-0.007118603,-5.4761033
6727,193775,for,-0.0019589635,-10.425127,for,-0.013140585,-11.859397,for,-0.0003745463,-9.1413965,for,-0.012583355,-6.1190705,for,-0.0035373517,-7.336463,for,-0.01352429,-7.208274,for,-0.0037627863,-8.463112,for,-0.0015968684,-12.430908,for,-0.007111506,-7.2786074
6728,193784,mot,-1.1660233,-0.3771629,for,-0.56959164,-0.8415834,mot,-0.9600402,-0.4840957,mot,-2.7410362,-0.07307499,mot,-0.80836487,-0.599247,mot,-1.3196478,-0.3203841,mot,-0.9959487,-0.46775424,for,-0.035168692,-3.5205183,mot,-0.8788237,-0.5406584
6729,193792,for,-0.005653233,-6.156311,for,-0.002148358,-11.577487,for,-0.0011839193,-8.608125,for,-0.0128637105,-5.0349526,for,-0.0033315911,-7.2680545,for,-0.0043967674,-6.1083207,for,-0.004273327,-5.928773,for,-0.0018096525,-10.011337,for,-0.0026424835,-7.3420534
6730,193793,for,-0.004082317,-7.5496316,for,-0.013401618,-9.8420725,for,-0.001270828,-7.5398145,for,-0.010959154,-5.1903415,for,-0.01285336,-5.3872523,for,-0.0057765115,-6.326049,for,-0.002908893,-6.897026,for,-0.009314474,-11.06685,for,-0.0077804145,-7.3513455
6731,193801,for,-0.0634664,-3.202842,for,-0.043955866,-3.3849745,for,-0.07564104,-2.6503253,for,-0.3892488,-1.1703844,for,-0.040967382,-3.3416495,for,-0.15305963,-2.0455825,for,-0.046787728,-3.1549954,for,-0.07409576,-3.2955332,for,-0.037122402,-3.5314653
6732,193820,for,-0.045842975,-3.4034193,for,-0.050619878,-3.0990417,for,-0.0192563,-4.004005,for,-0.6801278,-0.733751,for,-0.045309417,-3.2543414,mot,-0.77046955,-0.63547885,for,-0.15557459,-1.967119,for,-0.0410334,-3.8786228,for,-0.089642964,-2.8099456
6733,193660,for,-0.39066687,-1.1744307,for,-0.29479158,-1.3887476,mot,-0.72219837,-0.6742476,mot,-2.6945128,-0.091405466,mot,-1.2202699,-0.36309975,for,-0.38002837,-1.1645018,mot,-1.0772791,-0.42092988,for,-0.22006403,-1.6956633,mot,-1.241141,-0.3426424
6734,193685,for,-0.006287926,-5.2705493,for,-0.003352021,-6.0461454,for,-0.004683834,-5.440967,for,-0.13951364,-2.0692432,for,-0.015024507,-4.424105,for,-0.0062288134,-5.5609145,for,-0.0068593477,-5.390351,for,-0.0061962344,-7.9957457,for,-0.0022594524,-7.9212885
6735,193694,for,-0.006291599,-7.967431,for,-0.069929205,-10.932737,for,-0.0018478436,-10.368238,for,-0.0023779043,-6.854566,for,-0.010910819,-7.6169004,for,-0.0010013706,-8.332157,for,-0.0029869713,-7.5548534,for,-0.0010053007,-10.962801,for,-0.031299878,-7.67973
6736,193701,mot,-6.507749,-0.0022312596,mot,-3.3811796,-0.035600536,mot,-8.188896,-0.00046117438,mot,-7.6423817,-0.0022087817,mot,-2.4235647,-0.09416172,mot,-9.680937,-0.00038741663,mot,-9.211303,-0.00047190272,mot,-2.6139784,-0.07684237,mot,-8.993965,-0.00049167214
6737,193702,for,-0.032157812,-4.767666,for,-0.1355564,-9.137027,for,-0.01091636,-5.0160356,for,-0.017681926,-4.3935423,for,-0.020275116,-5.6758537,for,-0.030143835,-3.848627,for,-0.021164175,-4.036936,for,-0.022545239,-6.3127236,for,-0.071053386,-4.179141
6738,193703,for,-0.07231945,-2.6918492,for,-0.017491356,-4.976077,for,-0.018463977,-4.0146723,for,-0.4625181,-0.994882,for,-0.09047583,-2.49425,for,-0.051741634,-3.0241919,for,-0.10108282,-2.3500109,for,-0.0038499553,-5.6262712,for,-0.019510131,-3.985956
6739,193723,for,-0.03709943,-3.3567367,for,-0.018557714,-4.821521,for,-0.056352682,-2.9131947,for,-0.15816554,-1.9835764,for,-0.015641306,-4.2696123,for,-0.1533775,-1.9706573,for,-0.044689473,-3.191582,for,-0.0016191228,-7.4678135,for,-0.046752688,-3.2184885
6740,193724,for,-0.05468806,-3.0032048,for,-0.011705012,-4.6112857,for,-0.011969724,-4.4675913,for,-0.29610205,-1.3731322,for,-0.035127487,-3.5654752,for,-0.1843117,-1.8317574,for,-0.07048062,-2.706692,for,-0.0051250076,-7.091629,for,-0.043682728,-3.3400276
6741,193725,mot,-5.036063,-0.007743032,mot,-4.9478235,-0.0077562765,mot,-3.1155646,-0.047472205,mot,-6.0045004,-0.005583775,mot,-5.3070397,-0.00890775,mot,-4.2477775,-0.01668523,mot,-3.334046,-0.038364824,mot,-4.3253746,-0.014043627,mot,-4.158038,-0.017081164
6742,193732,for,-0.115915224,-2.221651,for,-0.26183453,-1.4763464,for,-0.20273785,-1.696722,mot,-1.1751854,-0.3723443,for,-0.19848453,-1.7251531,for,-0.12456882,-2.1645927,for,-0.06141661,-2.836998,for,-0.0033692543,-5.75126,for,-0.016143812,-4.269842
6743,193741,for,-0.0057202163,-6.3864613,for,-0.00132155,-12.106485,for,-0.0010546034,-7.3608837,for,-0.011537929,-4.679238,for,-0.0078012147,-6.538042,for,-0.0040268684,-8.778902,for,-0.0017584794,-7.5573044,for,-0.0035071764,-11.237862,for,-0.0018129867,-9.7546015
6744,193750,for,-0.007903761,-5.137811,for,-0.00080700987,-7.479521,for,-0.007576812,-5.060584,for,-0.07383372,-2.679619,for,-0.059723634,-3.0494277,for,-0.01182707,-5.002992,for,-0.08744006,-2.5109477,for,-0.0052023325,-5.4635973,for,-0.017695978,-4.261905
6745,194282,for,-0.06239,-2.9123676,for,-0.012004121,-5.419915,for,-0.092093036,-2.4346414,mot,-1.5724008,-0.2369439,for,-0.540539,-0.8852999,for,-0.16709605,-1.8884286,for,-0.1293322,-2.1224277,for,-0.011932268,-4.5458927,for,-0.025734885,-3.7394476
