,id,gpt-3.5-turbo_vote,gpt-3.5-turbo_for_lprob,gpt-3.5-turbo_against_lprob
5463,1771315,for,-0.00037669198,-10.951089
5464,177146,for,-0.00035465028,-15.034952
5465,177371,for,-0.008804595,-5.288178
5466,177382,for,-0.00015455135,-9.931238
5467,177393,for,-0.0068895393,-5.270912
5468,177404,for,-6.086828e-05,-17.110962
5469,177415,for,-0.00017934572,-14.987898
5470,177426,for,-0.00012237004,-12.369026
5471,177437,for,-0.00020604367,-14.25355
5472,177448,for,-3.3809047e-05,-12.126689
5473,177459,for,-0.00028350405,-12.529769
5474,1774610,for,-0.00018041854,-8.965831
5475,1774711,for,-0.00030995993,-10.782947
5476,1774812,for,-0.004023307,-6.387284
5477,17779285,mot,-0.912227,-0.5195344
5478,17780286,for,-0.4567719,-1.0173683
5479,17780287,mot,-2.8994045,-0.05804635
5480,17782279,mot,-0.99171096,-0.466698
5481,17784282,for,-0.00013333677,-10.7003975
5482,17785283,for,-0.0015548591,-8.070208
5483,17788284,for,-5.0616763e-05,-16.295723
5484,178223,for,-0.00019603055,-9.8423
5485,178232,for,-0.015445634,-4.4943676
5486,178285,mot,-1.2792428,-0.3276055
5487,178287,for,-0.0004251932,-10.581089
5488,1782810,mot,-2.5743542,-0.080202006
5489,1782811,for,-0.00091765117,-10.156963
5490,1782815,for,-0.0012119027,-8.426774
5491,1782816,for,-0.0012386832,-12.852288
5492,1782817,for,-0.0008459602,-8.534413
5493,1782818,for,-0.0009812436,-10.74866
5494,178293,mot,-1.6365898,-0.21909785
5495,178304,for,-4.7040652e-05,-14.939984
5496,178312,for,-0.0086892685,-5.06027
5497,178321,for,-0.012803337,-4.507255
5498,178544,for,-0.11332801,-2.2446222
5499,178552,for,-0.0029790066,-6.621305
5500,178561,for,-0.0012115451,-13.914305
5501,178622,for,-0.0012765459,-13.735362
5502,178631,mot,-8.785829,-0.00027980874
5503,178643,for,-0.00028731857,-9.439397
5504,178700,for,-0.00040934276,-12.788314
5505,178701,for,-0.0002549025,-12.417439
5506,178753,for,-0.00017636562,-12.556018
5507,178762,for,-0.0010997301,-7.5252085
5508,178771,for,-0.000100205485,-13.261947
5509,178820,for,-1.27099975e-05,-16.417429
5510,178840,for,-0.0026713766,-13.901534
5511,178877,for,-0.0017525337,-9.104565
5512,178878,for,-0.00028004716,-13.30677
5513,178886,for,-0.0111936545,-10.224652
5514,178894,for,-0.00041470327,-13.333758
5515,178895,mot,-2.2569258,-0.11107079
5516,178901,for,-9.4914985e-06,-16.654396
5517,178902,for,-0.0001373897,-16.165728
5518,178913,mot,-0.88383675,-0.5398998
5519,178930,for,-0.0010628211,-9.332623
5520,1789611,mot,-2.38998,-0.09780483
5521,1789612,for,-0.00062022323,-10.587713
5522,1789614,for,-6.682846e-05,-15.140711
5523,1789713,mot,-2.7711601,-0.06602091
5524,1789817,for,-0.014822274,-4.289511
5525,178999,for,-3.5954712e-05,-13.073315
5526,1789910,for,-5.419287e-05,-19.563433
5527,1789918,for,-4.8709502e-05,-15.584153
5528,179008,for,-0.0008960973,-8.589621
5529,179013,for,-2.4272753e-05,-18.636229
5530,179014,for,-0.000258121,-14.818803
5531,179015,for,-0.00025609453,-16.980867
5532,179016,for,-0.0009674416,-16.107069
5533,179017,for,-0.002618228,-6.796224
5534,1790216,for,-0.0001439459,-9.283563
5535,1790315,for,-4.0842064e-05,-17.082407
5536,179042,for,-0.0068147085,-7.822389
5537,179051,for,-2.2961513e-05,-16.87033
5538,1791211,for,-0.0007983118,-11.768878
5539,1791213,for,-0.00032712158,-12.543263
5540,1791215,for,-5.6100132e-05,-15.700267
5541,1791216,for,-0.0028457681,-6.5906696
5542,1791219,for,-0.0010528154,-12.960604
5543,1791220,for,-0.00017278951,-15.523936
5544,1791223,for,-0.010385709,-4.9582386
5545,1791317,for,-0.00026264708,-13.377814
5546,1791318,for,-0.0007457832,-12.170734
5547,1791321,for,-5.5265704e-05,-13.910824
5548,1791328,mot,-3.9495182,-0.022016415
5549,1791412,for,-0.0001508597,-12.197638
5550,1791414,for,-0.00038157566,-14.6118965
5551,1791529,mot,-8.746742,-0.019481255
5552,179163,for,-0.00069015543,-10.22747
5553,179164,for,-3.6908343e-05,-17.113068
5554,179165,for,-0.00043412615,-15.29959
5555,179166,for,-0.00020425562,-16.737171
5556,179167,for,-0.00013357517,-9.540991
5557,179169,for,-0.00094505335,-7.073634
5558,1791610,for,-0.00050918775,-14.426224
5559,179178,for,-7.338466e-05,-17.656517
5560,179182,for,-0.24404193,-1.5509458
5561,1791925,for,-0.0011470064,-7.872208
5562,1791926,mot,-2.47487,-0.08910098
5563,1791927,for,-0.039271995,-3.2935846
5564,179201,for,-0.049814716,-3.781262
5565,1792124,for,-0.030079288,-3.839869
5566,179261,for,-0.00023667533,-13.611052
5567,179262,for,-0.00010211275,-15.176185
5568,179263,for,-1.1756368e-05,-14.514975
5569,179274,for,-0.00021784115,-11.330393
5570,179275,for,-0.23189059,-1.577155
5571,179276,for,-0.00014776041,-12.192056
5572,179277,for,-0.0002134343,-14.816685
5573,179278,for,-5.3596854e-05,-13.807634
5574,179279,for,-6.15835e-05,-14.443788
5575,1792710,for,-0.0005603005,-12.033398
5576,1792711,for,-4.0603656e-05,-17.286087
5577,179350,for,-8.709308e-05,-14.029988
5578,179542,for,-0.0017468157,-8.823078
5579,179596,mot,-2.537056,-0.084938034
5580,179602,for,-0.0021585913,-13.159818
5581,179613,for,-0.0010825905,-9.394544
5582,179614,for,-0.0022706355,-7.0007257
5583,179615,for,-0.0019232794,-10.7269945
5584,179621,for,-0.010538837,-4.7384768
5585,179642,mot,-9.407738,-0.0011231913
5586,179691,for,-0.009549954,-6.618471
5587,179702,for,-9.5198935e-05,-12.112537
5588,179713,for,-0.041597094,-3.2922456
5589,179724,for,-0.0036165854,-6.0916276
5590,179781,for,-2.1531068e-05,-17.942314
5591,179782,for,-0.0131129315,-4.3541164
5592,1798213,mot,-5.7464643,-0.0037979383
5593,179912,for,-5.6769813e-06,-19.802912
5594,179913,for,-1.5332478e-05,-16.993593
5595,179914,mot,-7.0250034,-0.0016748258
5596,179915,mot,-1.5526317,-0.24119604
5597,1799315,for,-0.00062332256,-11.455126
5598,1799316,for,-0.00088001945,-10.848512
5599,179946,mot,-1.1445236,-0.38364035
5600,179947,for,-0.33488172,-1.2585535
5601,179948,for,-0.0037920077,-7.1752377
5602,179949,for,-0.009973641,-4.7541275
5603,1799410,for,-0.35328555,-1.2184932
5604,1799411,for,-0.0021659636,-7.7943583
5605,1799412,for,-0.000119993296,-12.070885
5606,1799413,for,-0.0076035503,-6.2142763
5607,1799514,for,-0.011536993,-6.426271
5608,1799517,for,-0.00053682836,-7.9180746
5609,179961,for,-3.392825e-05,-14.197195
5610,179962,for,-0.00031746976,-12.877185
5611,179963,for,-7.302705e-05,-11.666532
5612,179964,for,-0.00021105022,-12.458968
5613,179965,for,-0.00012190055,-13.899542
5614,179992,for,-0.0848846,-2.5245895
5615,180001,mot,-5.0806823,-0.007588883
5616,180030,for,-0.00029005657,-14.284115
5617,180062,for,-0.10656768,-2.4748728
5618,181253,for,-0.0003710894,-13.454513
5619,181262,for,-4.4849444e-06,-17.319304
5620,181281,for,-5.5623317e-05,-14.806082
5621,181282,mot,-1.2605063,-0.3350302
5622,181283,for,-0.00021700673,-15.746191
5623,181284,mot,-6.1573715,-0.002575067
5624,181293,for,-0.0078111505,-5.877377
5625,181294,for,-0.0011724867,-8.297227
5626,180217,for,-0.0050957142,-7.958251
5627,180226,for,-0.0027698094,-9.344229
5628,180235,for,-0.0013314292,-11.926695
5629,180241,for,-8.11329e-05,-15.515515
5630,180242,for,-0.037390232,-3.460175
5631,180243,for,-0.2785432,-1.4171541
5632,180244,for,-0.00080271857,-10.551565
5633,180268,for,-0.00035238542,-10.343418
5634,180277,for,-0.005411385,-11.568699
5635,180284,for,-0.00031067515,-13.294115
5636,180285,for,-0.0001624188,-15.155281
5637,180286,for,-0.001663516,-11.552727
5638,180292,for,-0.00044080155,-9.839811
5639,180293,for,-1.0921943e-05,-18.522018
5640,180301,for,-0.0072825267,-5.064669
5641,180324,for,-0.0120413415,-4.5275445
5642,180332,for,-9.817902e-05,-12.905709
5643,180333,mot,-9.93968,-0.00028028555
5644,180341,for,-0.00013369438,-15.014292
5645,180615,for,-0.0010480545,-10.585082
5646,180619,for,-0.00057638565,-12.159845
5647,1806111,for,-0.058218207,-2.9686244
5648,180621,mot,-9.78098,-0.00022010603
5649,180622,for,-7.243103e-05,-14.754721
5650,180623,for,-5.3596854e-05,-14.187803
5651,180717,for,-0.38907152,-1.1428747
5652,180728,mot,-8.395609,-0.001972527
5653,180735,for,-0.15286095,-1.9611038
5654,180746,for,-0.0015610468,-7.5023985
5655,180754,for,-0.00013309837,-16.405611
5656,180772,for,-0.0003545311,-8.631968
5657,180781,for,-3.9292416e-05,-14.865443
5658,180810,for,-0.0004617704,-13.794598
5659,180826,mot,-5.872839,-0.0054528858
5660,180827,mot,-0.92117125,-0.5163098
5661,180838,for,-0.00015717384,-9.249272
5662,180843,for,-0.004677069,-5.70011
5663,180854,mot,-10.227655,-0.0007077866
5664,180855,for,-0.4645895,-1.0097021
5665,180861,for,-0.0005242001,-12.910151
5666,180872,for,-0.00028195442,-13.579691
5667,1809029,for,-0.00014048899,-9.436538
5668,1809128,for,-0.00015407454,-13.87586
5669,1809425,for,-0.0005037044,-11.932749
5670,1809524,for,-6.408677e-05,-17.298635
5671,1809717,for,-0.08961823,-2.5906482
5672,1809719,for,-0.00012403888,-10.580481
5673,1809722,for,-0.00096267345,-9.776296
5674,1809818,for,-0.0011773703,-8.3650675
5675,1809820,for,-0.00014859485,0.0
5676,1809916,for,-4.8471098e-05,-16.89121
5677,181019,for,-0.00013595926,-15.115035
5678,1810114,for,-0.00010485443,-13.0180435
5679,1810212,for,-0.00024358915,-15.035388
5680,1810213,for,-0.00027420983,-15.372522
5681,1810311,for,-0.00014978688,-15.409335
5682,181045,for,-0.00017600802,-9.844829
5683,1810410,for,-0.0003090063,-10.372732
5684,181057,mot,-0.9175856,-0.51217103
5685,181066,for,-0.24947733,-1.5153198
5686,181078,for,-0.00043651022,-12.347563
5687,1810821,for,-0.014446951,-4.4111867
5688,181093,for,-0.0010095884,-13.515979
5689,181102,for,-7.886803e-05,-16.62264
5690,181150,for,-0.00019722259,-13.71313
5691,181160,for,-0.00015824666,-12.079027
5692,181170,for,-3.9888433e-05,-15.96526
5693,181330,for,-0.00011105302,-16.74019
5694,181340,for,-0.0027627947,-6.494836
5695,181361,mot,-4.8780317,-0.008150924
5696,181362,for,-0.00035524633,-8.7345705
5697,181366,for,-0.0012715431,-9.011216
5698,181367,for,-0.0006237994,-11.068333
5699,181369,for,-0.0003418992,-8.431197
5700,181373,for,-0.6402448,-0.7534841
5701,181374,for,-0.00045009577,-13.010006
5702,181375,for,-0.0045423885,-5.737138
5703,181378,for,-0.0008205882,-9.796495
5704,181390,for,-5.4908094e-05,0.0
5705,181400,for,-0.00012475411,-14.159566
5706,181777,for,-0.0327625,-3.6296692
5707,181784,for,-0.00018292182,-15.9437275
5708,181785,for,-3.9054008e-05,-15.265832
5709,181786,for,-5.6815352e-05,-11.286684
5710,181793,for,-0.00036858613,-8.450775
5711,181802,for,-3.1782583e-05,-14.691012
5712,181811,for,-9.6867785e-05,-12.414509
5713,181828,for,-2.4987974e-05,-14.738445
5714,181830,for,-3.3809047e-05,-15.275033
5715,181840,for,-0.00025049195,-13.222249
5716,181841,for,-0.00018720949,-11.417067
5717,181854,for,-0.0021713169,-6.747981
5718,181862,for,-0.0031505043,-9.93733
5719,181863,for,-0.0046864455,-6.957777
5720,181871,for,-0.0047242953,-6.27433
5721,181880,for,-0.005129746,-6.795413
5722,181890,for,-0.00054969505,-13.060205
5723,181900,for,-0.00010175513,-11.431987
5724,181605,for,-0.0032443819,-8.118303
5725,181614,for,-0.012117193,-4.6135254
5726,181626,for,-0.026051892,-3.8031173
5727,181631,for,-0.15802428,-1.9376531
5728,181632,for,-0.016355628,-4.274639
5729,181633,for,-0.0074929274,-5.470336
5730,181674,for,-0.005712389,-5.750721
5731,181675,for,-7.362307e-05,-10.510518
5732,181682,for,-0.0019107886,-8.15041
5733,181691,for,-0.0011033026,-7.7194414
5734,181716,for,-0.00017278951,-11.945844
5735,181717,for,-0.0021513307,-6.3300076
5736,181724,for,-0.13678825,-2.0575228
5737,181735,mot,-4.1287208,-0.023364741
5738,181742,for,-0.2098616,-1.6921424
5739,181743,for,-0.0012516581,-8.478863
5740,181751,for,-0.09241936,-2.504296
5741,182068,for,-0.0017050558,-7.790575
5742,182077,for,-0.0025647185,-8.960637
5743,182086,for,-0.019380586,-4.1881104
5744,182095,for,-0.0008572662,-11.666741
5745,182104,for,-0.0022249601,-8.363978
5746,182113,mot,-5.457832,-0.005599646
5747,182122,mot,-1.6866944,-0.20611113
5748,182131,for,-0.01900778,-4.0734606
5749,182041,mot,-4.21543,-0.015135483
5750,182042,mot,-0.9385939,-0.5007544
5751,182043,for,-0.03839844,-3.3171117
5752,182044,for,-0.026927132,-3.7110837
5753,181911,for,-0.00022141727,-13.49362
5754,181912,for,-0.00016742534,-12.583538
5755,181913,mot,-2.0295827,-0.14130749
5756,181932,for,-0.0061674397,-5.4585714
5757,181941,for,-0.0079804035,-4.968485
5758,181968,for,-0.062864535,-2.8488944
5759,181975,for,-0.2805708,-1.4117124
5760,181986,for,-0.00032604876,-8.402338
5761,181997,for,-8.888114e-05,-10.869138
5762,182003,for,-0.037825257,-3.3261783
5763,182011,for,-0.0029197072,-6.037582
5764,182012,for,-6.6232446e-05,-11.227857
5765,182014,for,-0.008240908,-5.215661
5766,182021,for,-0.014665347,-4.582687
5767,182182,mot,-5.1760187,-0.0109244995
5768,182183,for,-0.0003303401,-12.078329
5769,182209,for,-0.0028993785,-10.781651
5770,1822010,for,-0.005147062,-11.187581
5771,182216,for,-0.00021736434,-16.706697
5772,182217,for,-9.7821416e-05,-16.585743
5773,182218,for,-0.0010517461,-15.189336
5774,182224,for,-0.00074125355,-8.041209
5775,182231,for,-0.0017614521,-9.025151
5776,182232,for,-0.13636023,-2.083458
5777,182233,for,-0.0009881501,-10.157742
5778,182235,for,-0.00040493225,-12.740422
5779,182251,mot,-8.965559,-0.000814274
5780,182252,for,-7.016616e-05,-13.352282
5781,182287,for,-0.009030622,-5.716211
5782,182288,mot,-3.0406773,-0.04993187
5783,182289,for,-0.00028278882,-13.149705
5784,1822810,for,-0.0019314934,-8.265027
5785,182296,for,-0.0015127198,-10.869432
5786,182305,for,-0.0023210568,-8.836012
5787,182314,for,-0.17964602,-1.8571248
5788,182323,mot,-3.029583,-0.05144886
5789,182331,for,-0.53438604,-0.89204824
5790,182332,for,-0.0003836021,-14.428814
5791,182380,mot,-4.0037374,-0.018769378
5792,182396,for,-0.00019912985,-10.569385
5793,182405,for,-0.5463683,-0.8817641
5794,182414,for,-3.2736214e-05,-18.768229
5795,182422,for,-0.00027790148,-12.109712
5796,182423,for,-0.0002040172,-12.923897
5797,182431,for,-0.00038384052,-16.787313
5798,182440,for,-4.8709502e-05,-16.306005
5799,182603,for,-0.0001789881,-14.646078
5800,182680,for,-0.0040112035,-10.596748
5801,182692,for,-9.0073176e-05,-13.957966
5802,182701,for,-0.00021593389,-13.437101
5803,182740,for,-3.7742768e-05,-15.519197
5804,182752,for,-0.00042971558,-15.205213
5805,182753,for,-0.0012392756,-12.057799
5806,182760,for,-0.000113794704,-14.974053
5807,182761,for,-0.00044032474,-9.713842
5808,182781,for,-0.0009303949,-9.92457
5809,182802,for,-6.754368e-05,-13.422837
5810,182803,for,-0.0016982723,-8.228181
5811,182804,for,-2.5703197e-05,-13.04902
5812,182811,for,-0.0038191956,-9.765361
5813,182820,for,-0.00057138276,-12.5385275
5814,182453,for,-0.032048717,-3.4995513
5815,182454,for,-0.004283535,-5.548969
5816,182455,for,-0.5603979,-0.84780484
5817,182461,mot,-1.1656376,-0.37512934
5818,182462,mot,-1.6897955,-0.20473763
5819,182470,for,-0.0034285316,-8.041913
5820,182522,for,-2.7133641e-05,-14.507202
5821,182523,for,-3.9650025e-05,-16.38318
5822,182531,for,-6.659005e-05,-17.302032
5823,183072,for,-0.00092706457,-12.266907
5824,183073,for,-0.007236259,-5.515917
5825,183110,for,-0.0007376811,-8.24543
5826,183120,for,-0.00883674,-5.0399876
5827,183130,for,-0.002107552,-7.3988514
5828,182870,for,-0.0002196292,-10.998667
5829,182940,for,-0.008939184,-6.6867843
5830,182950,for,-0.062192872,-2.8679218
5831,182961,for,-4.2510914e-05,-16.333876
5832,182982,mot,-4.24625,-0.015868947
5833,183161,for,-0.0010534113,-15.880858
5834,183172,for,-0.0038490093,-6.188341
5835,183341,for,-0.00042852355,-8.893201
5836,183352,for,-0.3943696,-1.1254945
5837,183320,for,-0.00015800826,-9.735701
5838,183611,for,-0.0039029077,-6.2580934
5839,183612,for,-1.5928495e-05,-14.658082
5840,183630,for,-0.6098684,-0.786466
5841,183647,for,-0.00032342627,-12.498708
5842,183648,for,-0.00013595926,-15.115035
5843,183655,for,-0.00010092071,-13.969084
5844,183656,for,-0.00024001303,-16.60588
5845,183664,for,-0.00023917861,-14.4863405
5846,183671,for,-4.9663133e-05,-16.658745
5847,183673,for,-0.00018363337,-11.563203
5848,183682,for,-7.755679e-05,-18.445438
5849,183710,mot,-8.199053,-0.017633794
5850,183772,for,-0.5770673,-0.8272695
5851,183773,for,-0.0009810051,-7.1422276
5852,183781,for,-0.0002667,-14.4862385
5853,183371,for,-0.053676497,-3.0449371
5854,183382,for,-4.274932e-05,-17.934322
5855,183383,for,-8.4828214e-05,-13.921424
5856,183413,for,-0.0010217362,-8.726167
5857,183824,for,-0.019739473,-4.1793847
5858,183520,for,-0.00059806975,-11.182065
5859,183542,for,-0.04924294,-3.1878328
5860,183971,for,-0.0013772567,-13.33894
5861,183982,for,-0.00020675888,-15.315352
5862,184002,for,-0.0002728986,-13.365898
5863,184010,for,-3.0113732e-05,-17.246668
5864,184040,for,-0.0008864454,-12.5525
5865,184156,for,-0.57961684,-0.8254817
5866,184157,mot,-1.3812575,-0.2912078
5867,184165,mot,-11.507954,-0.00045926712
5868,184174,for,-0.4424348,-1.0397744
5869,184183,mot,-6.641678,-0.002777297
5870,184192,mot,-1.7149224,-0.21052404
5871,184201,for,-0.0007250601,-8.6692505
5872,184262,for,-0.0007501865,-15.819463
5873,184274,for,-1.2352386e-05,-14.03094
5874,184283,for,-0.00024941913,-13.231867
5875,184290,for,-6.086828e-05,-15.856712
5876,184300,for,-0.00014776041,-14.732348
5877,1843112,for,-0.2979684,-1.3727326
5878,1843211,for,-0.009502247,-4.987089
5879,184338,for,-0.23232317,-1.5989842
5880,184339,for,-3.8100377e-05,-15.312986
5881,1843410,for,-0.0005370668,-15.604424
5882,184352,for,-0.00034523688,-11.855961
5883,184355,for,-0.000105331244,-14.755043
5884,184356,for,-0.00015419374,-11.353846
5885,184363,for,-9.651017e-05,-16.50931
5886,184377,for,-0.0016463838,-11.097
5887,184384,for,-0.00023083435,-16.301256
5888,184391,for,-9.198044e-05,-15.43671
5889,184414,for,-0.0038113534,-11.036972
5890,184425,for,-0.0033198304,-6.2150774
5891,184426,for,-0.0068779374,-13.972773
5892,184432,for,-0.0002782591,-14.143713
5893,184443,for,-2.3438328e-05,-18.064415
5894,184451,for,-0.00059866573,-13.544941
5895,1844713,for,-2.4153549e-05,-17.69399
5896,1844714,for,-2.1650272e-05,-15.625791
5897,1844715,for,-8.089449e-05,-12.817834
5898,1844816,for,-6.0510665e-05,-12.576734
5899,1844817,mot,-0.8736776,-0.5448812
5900,1844819,for,-0.2894284,-1.390598
5901,1844820,for,-6.50404e-05,-14.010031
5902,1844821,for,-0.032525286,-3.6559746
5903,1844822,for,-0.3418515,-1.245065
5904,1844918,for,-0.00017636562,-10.640248
5905,1845012,for,-9.2457245e-05,-12.795728
5906,184518,mot,-7.5136395,-0.00076507597
5907,184519,for,-0.00014430351,-12.809487
5908,1845110,for,-0.0050323713,-5.525199
5909,1845211,for,-0.00031425126,-8.754581
5910,184536,for,-0.19662885,-1.8089507
5911,184545,for,-0.00666552,-5.847568
5912,184547,for,-3.7385154e-05,-13.5595255
5913,184552,for,-5.7961847e-06,-19.483305
5914,184553,for,-9.610702e-06,-18.70629
5915,184554,for,-1.5809293e-05,-14.306197
5916,184591,for,-0.00016516048,-15.174455
5917,184592,for,-0.32084563,-1.3234549
5918,184593,for,-9.281486e-05,-12.875529
5919,184062,for,-0.0027820545,-6.7326193
5920,184063,for,-0.0010476969,-7.563809
5921,184071,for,-0.0039184648,-5.707511
5922,184094,mot,-0.90886205,-0.5176458
5923,184096,for,-0.25459918,-1.4994837
5924,184103,mot,-6.6617804,-0.0021522844
5925,184105,mot,-4.100711,-0.017016595
5926,184112,for,-0.00012201976,-13.74556
5927,184121,for,-0.0019101927,-6.5539675
5928,1846113,for,-3.1186566e-05,-18.1051
5929,184628,for,-2.8802491e-05,-17.825987
5930,184629,for,-7.1954215e-05,-14.225764
5931,1846210,for,-8.256335e-05,-15.514243
5932,1846211,for,-0.00062141527,-11.05419
5933,1846212,for,-4.2630116e-05,-16.501665
5934,184634,for,-0.0036813132,-6.011133
5935,184641,for,-4.8709502e-05,0.0
5936,184642,for,-4.8709502e-05,-16.668667
5937,184643,for,-4.0722858e-05,-16.628895
5938,184645,for,-0.0014160693,-7.157687
5939,184646,for,-0.0006675215,-10.026556
5940,184647,for,-9.579495e-05,-11.152197
5941,184705,for,-0.00058138854,-10.83176
5942,184711,for,-0.00023095356,-13.07963
5943,184712,for,-8.900034e-05,-13.314221
5944,184713,for,-0.0001468068,-14.154678
5945,184714,for,-1.3067608e-05,-18.019482
5946,184720,for,-0.000111410634,-15.302344
5947,184753,for,-7.3458323e-06,-17.224428
5948,184762,for,-0.00010545045,-15.97082
5949,184771,for,-0.00023452967,-11.777884
5950,184854,mot,-2.7342243,-0.07108492
5951,184861,for,-0.1610239,-1.926027
5952,184862,for,-0.011820472,-6.8065915
5953,184863,mot,-8.130412,-0.00061677006
5954,184890,mot,-6.3706193,-0.0018714019
5955,185120,for,-0.013981436,-4.4138303
5956,185141,for,-0.0030758716,-9.429843
5957,185142,mot,-2.6889207,-0.07174853
5958,185143,for,-0.013028338,-4.5768576
5959,184911,mot,-2.0761347,-0.13455689
5960,184922,for,-0.00022403974,-10.336139
5961,1850211,mot,-3.5816917,-0.028495837
5962,1850212,mot,-8.727412,-0.0020226166
5963,185036,mot,-5.9951663,-0.0031236447
5964,185038,for,-0.00041756415,-12.311838
5965,185039,for,-0.030643156,-4.726379
5966,185053,for,-0.00069992646,-8.965782
5967,185062,for,-0.00087549334,-12.905134
5968,185080,for,-0.0009577935,-13.478947
5969,185163,for,-0.00046951865,-8.537233
5970,185172,for,-0.00068527175,-13.945664
5971,185181,for,-0.00013536324,-16.040283
5972,185205,for,-1.8193366e-05,-14.929818
5973,185214,for,-0.00073625066,-8.04862
5974,185223,for,-1.1517961e-05,-15.56428
5975,185232,for,-0.01800911,-4.134947
5976,185241,for,-0.00024394676,-9.294914
5977,1852610,mot,-1.5271435,-0.245493
5978,185279,for,-0.00026956087,-13.4547415
5979,185288,for,-0.0006153396,-14.804221
5980,185294,for,-0.0021877338,-10.191982
5981,185295,for,-0.00051633635,-9.68513
5982,185296,for,-0.00028982185,-12.4994545
5983,185297,for,-0.00045593674,-8.017031
5984,185302,mot,-3.9761026,-0.020177573
5985,185303,for,-0.004043614,-5.986967
5986,185311,for,-0.00028040475,-10.667192
5987,185433,for,-0.0036186008,-5.733504
5988,185441,for,-0.0018861612,-10.149281
5989,185442,for,-0.0024854077,-6.2502213
5990,185462,for,-0.00029148703,-12.660145
5991,185471,for,-4.1318875e-05,-12.418782
5992,185491,for,-0.0002354833,-11.424087
5993,185492,for,-0.00025287605,-13.3495035
5994,185493,for,-2.9352968e-06,-16.717356
5995,185494,for,-0.00018685187,-10.774679
5996,185495,for,-0.0001820874,-14.711404
5997,185496,for,-1.5928495e-05,-12.690848
5998,185497,for,-0.0022780078,-9.440413
5999,185498,for,-0.00021462266,-11.886653
6000,185500,for,-2.2842309e-05,-17.778605
6001,185513,for,-0.00048441542,-15.492653
6002,185522,for,-0.00071743474,-10.144209
6003,185531,for,-0.0005079957,-14.773564
6004,185540,for,-0.0004355566,-13.488536
6005,185560,for,-0.040788405,-3.3040311
6006,185572,for,-0.09090641,-2.4845145
6007,185581,for,-0.6679783,-0.72182655
6008,185340,for,-0.0002454854,-12.028142
6009,185352,for,-0.000664899,-14.22148
6010,185374,for,-0.00024156268,-13.614478
6011,185383,for,-0.0012970197,-7.482401
6012,185392,for,-0.0010129224,-8.453512
6013,185401,for,-0.00041637212,-10.721326
6014,185770,for,-4.3464544e-05,0.0
6015,185782,for,-2.7968066e-05,-14.795455
6016,185790,for,-0.0003540543,-11.982757
6017,185791,for,-7.3742274e-05,-14.890578
6018,185616,for,-0.0017483654,-6.635242
6019,185624,for,-0.0004684458,-11.728398
6020,185670,for,-0.0022017632,-6.621947
6021,185671,for,-0.0021407437,-14.249675
6022,185672,for,-0.07705318,-2.793787
6023,185685,for,-0.004399975,-8.207548
6024,185696,for,-0.039243236,-3.51407
6025,185704,for,-0.000546957,-9.646425
6026,185711,mot,-0.91332453,-0.6280462
6027,185712,for,-0.007729181,-5.5648217
6028,185713,for,-0.00085810066,-9.815023
6029,185741,mot,-10.416562,-0.000134052
6030,185924,for,-4.334534e-05,-17.701267
6031,185932,for,-2.0696643e-05,-18.687517
6032,185933,for,-0.0008547629,-8.659737
6033,185951,for,-0.24977407,-1.5213882
6034,185969,for,-0.0009791015,-10.733024
6035,185977,mot,-3.6736445,-0.02629414
6036,185978,mot,-2.1770241,-0.120986305
6037,185986,for,-0.00017433916,-15.895402
6038,185995,for,-7.398068e-05,-13.155849
6039,186004,for,-2.546479e-05,-15.439593
6040,186011,for,-9.9371064e-05,-15.480804
6041,186012,for,-1.4617256e-05,-17.723585
6042,186013,for,-3.88156e-05,-15.90924
6043,186020,for,-7.851042e-05,-16.371655
6044,186021,for,-0.00014692599,-15.29463
6045,186033,for,-0.00053087185,-13.32376
6046,186042,for,-0.0010511501,-9.796082
6047,186061,for,-0.40255246,-1.1073712
6048,1861018,for,-0.00016408764,-13.93804
6049,1861117,for,-1.569009e-05,-16.956738
6050,1861213,for,-0.0009675608,-10.900992
6051,1861214,for,-1.1637165e-05,-19.703032
6052,1861215,for,-5.3239244e-05,-19.062407
6053,1861216,for,-0.00021093102,-14.809936
6054,1861312,for,-0.021217398,-3.9840775
6055,186147,for,-3.3093824e-05,-15.403178
6056,1861410,for,-3.6908343e-05,-17.93698
6057,186158,for,-1.9862217e-05,-14.594987
6058,186159,for,-3.523949e-05,-15.926152
6059,1861511,for,-7.076218e-05,-14.707233
6060,186166,for,-2.6299214e-05,0.0
6061,186175,for,-0.0005038236,-8.977999
6062,186182,for,-0.014225442,-5.213248
6063,186183,for,-0.00015538577,-16.187613
6064,186184,for,-0.00013798571,-11.502973
6065,1861919,for,-3.888926e-06,-19.503063
6066,186201,for,-4.692145e-05,-17.881987
6067,186210,for,-1.831257e-05,0.0
6068,186220,for,-1.4021238e-05,-17.090607
6069,186230,for,-0.00018244502,-10.585572
6070,186251,for,-0.0122663975,-4.496088
6071,186252,for,-0.00028374247,-12.6756935
6072,185810,for,-3.3809047e-05,-16.20635
6073,185830,mot,-6.968448,-0.001289044
6074,185861,for,-0.00014013138,-15.454274
6075,185862,for,-0.000716604,-10.698249
6076,185883,for,-0.017755475,-4.468855
6077,185891,for,-2.7968066e-05,-15.381957
6078,185892,for,-2.4630364e-05,-16.520046
6079,185903,for,-1.998142e-05,-18.590864
