,id,gpt-3.5-turbo_left_vote,gpt-3.5-turbo_left_for_lprob,gpt-3.5-turbo_left_against_lprob,gpt-3.5-turbo_right_vote,gpt-3.5-turbo_right_for_lprob,gpt-3.5-turbo_right_against_lprob,gpt-3.5-turbo_center_vote,gpt-3.5-turbo_center_for_lprob,gpt-3.5-turbo_center_against_lprob
5439,176232,for,-0.006347984,-5.0865083,mot,-0.8206742,-0.5847771,for,-0.21381456,-1.6511657
5440,1769322,for,-3.0545007e-06,-17.868261,for,-0.14373206,-2.0138302,for,-5.9914648e-05,-15.708196
5441,1769323,for,-0.034669884,-3.387289,for,-0.2951104,-1.3785837,for,-0.07090737,-2.6971586
5442,1769424,for,-0.000680742,-18.735477,mot,-10.7176,-0.4032954,for,-0.0013923771,-17.590803
5443,1769525,for,-0.00071016705,-14.03522,mot,-2.3329957,-0.23493892,for,-0.0030176379,-6.31761
5444,1769526,for,-0.0001245157,-9.865981,mot,-0.8807759,-0.5957074,for,-0.009020701,-4.8388147
5445,1769627,for,-0.00012118533,-14.652196,mot,-3.4289286,-0.12756933,for,-0.0017118285,-9.262717
5446,1769728,for,-0.0005799581,-16.218258,for,-0.1994864,-2.1787994,for,-0.00333836,-13.444802
5447,1769829,for,-0.02391555,-3.763448,mot,-5.865635,-0.0045584114,mot,-2.0357838,-0.14070328
5448,1769830,for,-1.5570886e-05,-15.980005,mot,-1.6183617,-0.2899201,for,-0.00014334988,-14.940805
5449,176991,for,-8.4112995e-05,-16.324625,mot,-3.9439294,-0.08569703,for,-6.337155e-05,-14.376736
5450,177002,for,-5.0735965e-05,-15.327712,for,-0.24146745,-1.586648,for,-0.00040004487,-10.456704
5451,177013,for,-0.5494208,-0.8634352,mot,-3.937261,-0.022477513,mot,-3.4495504,-0.033576664
5452,177024,mot,-0.8382985,-0.56871384,mot,-3.783314,-0.023750495,mot,-3.9544156,-0.020840937
5453,177047,for,-1.8074163e-05,-17.446962,for,-0.2209272,-1.7507925,for,-0.00044282433,-12.021738
5454,177058,for,-0.000761984,-13.95884,for,-0.25971666,-2.2491539,for,-0.004413502,-11.972385
5455,177069,for,-0.00014227704,-17.492805,for,-0.59981835,-1.0097915,for,-0.00040207137,-15.036823
5456,1770610,for,-0.01796578,-4.044974,for,-0.0029887557,-5.935835,for,-0.0041371724,-5.553253
5457,1770711,for,-0.000114033115,-12.7974205,mot,-5.8433037,-0.010954087,for,-0.004211482,-5.6194
5458,1770712,for,-8.89548e-06,-17.214699,mot,-2.2308216,-0.14868538,for,-3.7027545e-05,-15.846061
5459,1770817,for,-0.5995045,-0.7974186,for,-0.53942585,-0.87849903,for,-0.38917103,-1.132625
5460,1770918,for,-0.0007940204,-8.655305,for,-0.542244,-0.8841172,for,-0.005767023,-5.8607073
5461,1771121,for,-0.0006683559,-13.78984,for,-0.03889529,-6.0615754,for,-0.0033852954,-8.497423
5462,1771214,for,-0.0053012315,-13.530986,mot,-1.0069356,-0.7740446,for,-0.018955497,-9.682041
5463,1771315,for,-0.0009045534,-12.67231,for,-0.14643474,-2.1719608,for,-0.0006805036,-12.58621
5464,177146,for,-0.000996487,-17.491253,mot,-7.769625,-0.07311665,for,-0.00080355303,-11.681359
5465,177371,for,-0.0001973418,-12.608029,mot,-3.1120439,-0.27798307,for,-0.042380203,-3.2116497
5466,177382,for,-2.0458236e-05,-14.756312,for,-0.033873785,-3.4408562,for,-0.00031770815,-8.980651
5467,177393,for,-0.00020759332,-9.741709,mot,-2.9731603,-0.09117937,for,-0.1297981,-2.1197999
5468,177404,for,-0.000320923,-16.890032,mot,-1.7119079,-0.35720587,for,-0.00027218336,-15.447978
5469,177415,for,-0.0002935135,-15.246044,for,-0.12901078,-2.212747,for,-0.0003087679,-12.930258
5470,177426,for,-7.243103e-05,-14.908894,for,-0.33901536,-1.2715181,for,-0.00045426787,-8.501986
5471,177437,for,-0.0003587032,-15.657093,mot,-1.3122966,-0.4022854,for,-0.00061128667,-8.538491
5472,177448,for,-0.0010484122,-11.089097,for,-0.5674799,-0.8733309,for,-0.0006121211,-7.924864
5473,177459,for,-0.0005398085,-15.032656,for,-0.44406164,-1.1687053,for,-0.00087144045,-10.846926
5474,1774610,for,-0.0001911432,-13.497143,mot,-1.0540869,-0.43963453,for,-0.0010675819,-7.2066894
5475,1774711,for,-0.00028290803,-14.734515,mot,-5.7313457,-0.057782758,for,-0.00035929924,-10.212161
5476,1774812,for,-1.6524515e-05,-14.712321,mot,-0.82869387,-0.5767331,for,-0.0011910604,-7.094363
5477,17779285,for,-0.014701056,-4.232478,mot,-1.5897743,-0.22938454,for,-0.36379293,-1.1940846
5478,17780286,for,-0.020403842,-3.9478521,mot,-2.1649265,-0.3282833,mot,-3.6366923,-0.02963859
5479,17780287,for,-0.01806284,-4.025048,mot,-2.893631,-0.058586124,mot,-1.4422178,-0.27139574
5480,17782279,for,-0.33232483,-1.2646903,mot,-7.242631,-0.009112501,mot,-6.2552476,-0.0043035955
5481,17784282,for,-0.00022868869,-13.088858,for,-0.009954878,-4.699572,for,-0.00036049128,-10.921551
5482,17785283,for,-0.00067966926,-10.535716,for,-0.64157015,-0.9108153,for,-0.003575484,-6.205575
5483,17788284,for,-0.0009989865,-16.46276,for,-0.05756963,-6.076189,for,-0.00056256534,-16.007412
5484,178223,for,-2.4749568e-05,-13.992363,for,-0.15770546,-2.0322363,for,-0.0018900912,-9.103939
5485,178232,for,-0.00039670718,-12.79793,for,-0.17043044,-1.8857586,for,-0.03666479,-3.4621465
5486,178285,for,-0.0046551186,-5.424571,mot,-0.75740695,-0.63412356,for,-0.5988609,-0.7987854
5487,178287,for,-0.0002292847,-9.05822,for,-0.20071596,-1.7835827,for,-0.0011018722,-6.9502597
5488,1782810,for,-0.004082078,-5.5257344,mot,-3.6049986,-0.034891978,for,-0.61302733,-0.7829454
5489,1782811,for,-8.89548e-06,-12.439979,mot,-1.5487713,-0.24365266,for,-0.00044699648,-8.087855
5490,1782815,for,-0.0010226861,-9.710711,for,-0.35196343,-1.2994121,for,-0.004735207,-7.7867517
5491,1782816,for,-0.00039146954,-12.003988,for,-0.04778603,-3.3279011,for,-0.0004680882,-12.278262
5492,1782817,for,-0.00018315656,-8.884979,for,-0.06496322,-2.8091002,for,-0.001258803,-6.87549
5493,1782818,for,-0.00020473242,-9.002456,for,-0.08722475,-2.5048769,for,-0.00096267345,-7.122726
5494,178293,for,-0.007361106,-4.92137,for,-0.22537333,-1.6239595,for,-0.3483586,-1.2290349
5495,178304,for,-1.1517961e-05,-15.835472,for,-0.4119796,-1.1455687,for,-0.00021414584,-13.245351
5496,178312,for,-0.0011774895,-9.415002,for,-0.49934524,-1.1561103,for,-0.045360103,-4.792772
5497,178321,for,-0.12552696,-2.1510167,for,-0.045441102,-3.1592488,for,-0.071791805,-2.6934044
5498,178544,for,-0.0873624,-2.4850807,for,-0.043949023,-3.1516209,for,-0.015870707,-4.1662784
5499,178552,for,-0.004187856,-7.75522,for,-0.10741709,-2.4089727,for,-0.015026863,-6.721675
5500,178561,for,-0.0016775564,-8.58093,for,-0.0075898254,-5.5601125,for,-0.010492943,-10.128541
5501,178622,for,-0.0010035126,-12.650883,for,-0.054195162,-8.143333,for,-0.0020058416,-13.2029505
5502,178631,mot,-12.234989,-0.00026741522,mot,-3.113392,-0.04648998,mot,-9.99551,-0.00018125297
5503,178643,for,-0.0027498384,-6.2520347,for,-0.046353534,-3.368253,for,-0.0003609681,-9.707747
5504,178700,for,-0.0009902957,-8.526575,for,-0.09634968,-2.5804386,for,-0.00036822853,-9.480551
5505,178701,for,-0.0005610157,-12.227697,for,-0.046504095,-4.229787,for,-0.006159505,-11.293948
5506,178753,for,-0.00018697108,-10.654394,for,-0.0067135976,-6.0475326,for,-0.00033379698,-12.07386
5507,178762,for,-0.3079675,-1.3536867,for,-0.019569522,-4.178215,for,-0.0051481277,-5.427328
5508,178771,for,-7.755679e-05,-11.67567,mot,-2.0710306,-0.15679643,for,-0.00012797261,-11.923883
5509,178820,for,-3.0471343e-05,-16.791697,mot,-2.626553,-0.09711879,for,-3.035214e-05,-14.871143
5510,178840,for,-0.0019317318,-14.400103,for,-0.27855837,-3.1027503,for,-0.018299893,-13.063497
5511,178877,for,-7.505351e-05,-11.536397,for,-0.1264518,-2.1733534,for,-0.0013154743,-7.4914794
5512,178878,for,-0.00030150014,-16.714596,for,-0.3505047,-1.312144,for,-0.00039611853,-12.441087
5513,178886,for,-0.002757449,-8.111514,for,-0.21304156,-1.9822981,for,-0.0018547464,-8.377656
5514,178894,for,-0.00075983827,-13.179416,for,-0.35660148,-1.3076246,for,-0.0027679058,-7.873059
5515,178895,for,-0.6367597,-0.7539777,mot,-0.7336773,-0.65656704,mot,-1.177566,-0.3705058
5516,178901,for,-0.00013047588,-16.43414,mot,-2.3386567,-0.14210238,for,-4.370295e-05,-14.81234
5517,178902,for,-3.106736e-05,-16.249277,mot,-2.287564,-0.34127876,for,-0.0004331725,-15.015842
5518,178913,for,-0.0011066367,-8.265152,for,-0.023006693,-3.9550955,for,-0.34109113,-1.2933655
5519,178930,for,-0.0006799076,-12.247952,for,-0.13254829,-2.1552496,for,-0.0060023866,-7.279522
5520,1789611,for,-0.0006301135,-7.774651,for,-0.4927344,-0.94760275,for,-0.4055334,-1.0998846
5521,1789612,for,-0.00021951001,-13.753605,mot,-2.1122923,-0.15735523,for,-0.00052229286,-8.586267
5522,1789614,for,-0.000110576206,-13.823475,for,-0.7093776,-0.79330474,for,-7.755679e-05,-12.157542
5523,1789713,for,-0.018971993,-3.9820952,for,-0.2733979,-1.4388032,mot,-0.81582993,-0.5884854
5524,1789817,mot,-3.2296457,-0.04133702,for,-0.38652268,-1.152285,for,-0.46560255,-0.99050486
5525,178999,for,-7.302705e-05,-14.007766,for,-0.24299067,-1.6056807,for,-0.00026121663,-10.715694
5526,1789910,for,-4.5371802e-05,-19.17962,for,-0.012941499,-7.076252,for,-1.5451682e-05,-18.07322
5527,1789918,for,-1.2352386e-05,-17.4637,for,-0.24365696,-1.5645684,for,-0.00012118533,-14.099481
5528,179008,for,-3.5835506e-05,-12.255035,for,-0.4890088,-0.9939259,for,-0.00081951526,-7.7719073
5529,179013,for,-1.2233183e-05,-17.549332,for,-0.006699024,-6.1665998,for,-2.2365493e-05,-18.647114
5530,179014,for,-4.3822154e-05,-15.659351,mot,-1.9885038,-0.24482474,for,-8.029847e-05,-14.022123
5531,179015,for,-0.0005225312,-13.399841,for,-0.006636033,-11.373938,for,-0.00020127551,-16.392094
5532,179016,for,-0.00013619766,-11.425931,for,-0.09991028,-2.405807,for,-0.00045962472,-12.852589
5533,179017,for,-0.0002553793,-9.276323,for,-0.35092813,-1.2292888,for,-0.0025101432,-6.1506176
5534,1790216,for,-0.00014656837,-14.556547,for,-0.0616594,-2.8228135,for,-0.00018387179,-11.396472
5535,1790315,for,-8.864273e-05,-17.656446,mot,-2.0554965,-0.24778962,for,-6.2775536e-05,-15.9754505
5536,179042,for,-0.0034895968,-11.253493,mot,-0.8299863,-0.6234891,for,-0.0034141552,-6.1718845
5537,179051,for,-3.523949e-05,-17.538593,for,-0.83425283,-1.3529944,for,-7.755679e-05,-16.393545
5538,1791211,for,-0.0003190194,-14.76106,for,-0.4792879,-1.0392206,for,-0.0013171432,-11.833518
5539,1791213,for,-0.00022070204,-14.984551,for,-0.28472662,-1.7864127,for,-0.03966243,-9.264249
5540,1791215,for,-0.00016015393,-17.146557,mot,-6.757816,-0.24892375,for,-0.00023011913,-15.231572
5541,1791216,for,-0.001087709,-11.613477,mot,-2.8410702,-0.09058199,for,-0.029847445,-3.563432
5542,1791219,for,-6.456359e-05,-12.533852,for,-0.3121658,-1.3749633,for,-0.00033677343,-9.793651
5543,1791220,for,-0.00032044618,-13.113808,for,-0.0054423315,-7.9450154,for,-0.0007098094,-13.730154
5544,1791223,for,-0.00028660335,-11.139855,for,-0.22293355,-1.8358257,for,-0.0016448342,-8.812423
5545,1791317,for,-0.00021867557,-15.373546,mot,-1.2626252,-0.525641,for,-0.00028600733,-14.470217
5546,1791318,for,-0.0028619391,-10.791177,for,-0.0893294,-3.559182,for,-0.0132969385,-6.181649
5547,1791321,for,-1.831257e-05,-17.5017,for,-0.61742306,-1.1339426,for,-0.00071457756,-13.976779
5548,1791328,for,-0.14139195,-2.1615736,mot,-2.819777,-0.124630384,mot,-0.7596222,-0.7406212
5549,1791412,for,-0.00036227933,-13.607071,for,-0.09891032,-2.6122122,for,-0.003763144,-9.469051
5550,1791414,for,-0.00038134094,-16.35144,mot,-6.7581635,-0.19170375,for,-0.000615578,-11.093688
5551,1791529,mot,-3.2905645,-0.038199514,mot,-2.6461082,-0.08162842,mot,-4.4069457,-0.012788391
5552,179163,for,-0.00015109812,-10.816914,for,-0.3705195,-1.2276438,for,-0.0044629932,-5.7975216
5553,179164,for,-1.6166903e-05,-17.973999,for,-0.041463867,-3.219778,for,-1.5213274e-05,-16.22148
5554,179165,for,-0.000147522,-15.471545,mot,-0.8613364,-0.5659682,for,-0.00017350474,-12.747351
5555,179166,for,-7.588794e-05,-16.507055,for,-0.05106108,-3.2360358,for,-7.696077e-05,-14.700255
5556,179167,for,-0.00019173922,-11.437942,for,-0.012852421,-4.681271,for,-0.00016897499,-10.530059
5557,179169,for,-6.575563e-05,-13.738803,for,-0.097735636,-2.434703,for,-0.0018521313,-8.181276
5558,1791610,for,-0.0009867232,-16.052687,mot,-4.0269265,-0.12225184,for,-0.0021522844,-12.465745
5559,179178,for,-0.0010821137,-16.625141,for,-0.05894053,-3.6430697,for,-0.0004446124,-16.686222
5560,179182,for,-0.0071857185,-4.989959,for,-0.29721504,-1.361588,for,-0.41577408,-1.0794437
5561,1791925,for,-0.00064190367,-10.151994,mot,-1.8445568,-0.19140631,for,-0.0039771236,-7.238936
5562,1791926,for,-0.39234695,-1.127359,mot,-2.8424654,-0.06308471,mot,-2.0493128,-0.13995008
5563,1791927,for,-0.06333538,-2.811226,for,-0.18623562,-1.8209822,for,-0.038765363,-3.2950063
5564,179201,for,-0.0021728626,-7.5295644,for,-0.27875784,-1.6716983,for,-0.032079656,-5.2445602
5565,1792124,for,-0.0008533472,-7.751521,for,-0.466209,-1.001926,for,-0.0016837514,-6.737928
5566,179261,for,-0.00012749579,-13.643097,mot,-5.37964,-0.045337215,for,-0.0032506739,-6.5674195
5567,179262,for,-0.00015383612,-12.695474,for,-0.012518367,-7.0802045,for,-0.0003812217,-10.805876
5568,179263,for,-0.00010163593,-15.261167,for,-0.0011499829,-11.327997,for,-0.000113794704,-14.35028
5569,179274,for,-2.0815847e-05,-15.774708,for,-0.17302184,-1.8505578,for,-0.00016718694,-15.276853
5570,179275,for,-0.0069599845,-4.9992466,mot,-0.85211563,-0.5591278,mot,-1.9163804,-0.15949863
5571,179276,for,-0.00011951648,-12.1736,for,-0.23848096,-1.5758413,for,-0.0009161015,-8.208547
5572,179277,for,-0.00041089242,-10.869363,mot,-2.9553266,-0.10621304,for,-0.00092587253,-7.4957647
5573,179278,for,-7.600714e-05,-14.823597,for,-0.06500523,-2.8666868,for,-0.00021819877,-12.465377
5574,179279,for,-6.873572e-05,-14.854731,for,-0.018050669,-4.232143,for,-9.794062e-05,-14.137921
5575,1792710,for,-0.00036597464,-8.164448,for,-0.0965165,-2.4034014,for,-0.00029482474,-8.55169
5576,1792711,for,-0.0006882482,-14.999046,for,-0.004006927,-6.553638,for,-0.0009729213,-15.009367
5577,179350,for,-0.0026133556,-11.263157,for,-0.07114153,-6.1855083,for,-0.0005331367,-12.358727
5578,179542,for,-0.00012308525,-12.73709,for,-0.010080915,-4.7090974,for,-0.0034400574,-6.133582
5579,179596,mot,-1.3035184,-0.31723225,mot,-0.79828554,-0.5998526,mot,-1.3406047,-0.3045291
5580,179602,for,-0.00090752984,-12.390591,for,-0.105192974,-4.5910025,for,-0.008391285,-11.16805
5581,179613,for,-0.0010631788,-14.068503,for,-0.2931026,-1.4045757,for,-0.01696315,-11.705449
5582,179614,for,-0.00010151673,-11.7054,for,-0.4751219,-1.0260175,for,-0.00047178348,-9.791005
5583,179615,for,-0.0017284913,-10.281141,for,-0.07164445,-3.572169,for,-0.009323098,-9.7827015
5584,179621,for,-0.0051745744,-5.753109,mot,-2.7421787,-0.11448176,for,-0.10621433,-2.305742
5585,179642,for,-0.13284059,-2.0923476,mot,-2.854644,-0.07739957,mot,-2.951512,-0.05526238
5586,179691,for,-0.0010081579,-10.320224,for,-0.04687065,-3.6665244,for,-0.0069992817,-7.2523284
5587,179702,for,-0.00022511258,-16.17849,for,-0.25677124,-1.509533,for,-0.0017037445,-10.844974
5588,179713,for,-0.001044836,-7.096811,for,-0.42087004,-1.0830367,for,-0.03477858,-3.5032902
5589,179724,mot,-6.116784,-0.0047693765,for,-0.01879371,-5.5153337,for,-0.6537594,-0.7362675
5590,179781,for,-0.00010163593,-17.429085,for,-0.7480399,-0.87232655,for,-6.659005e-05,-15.92379
5591,179782,for,-8.697388e-05,-10.801253,for,-0.28289753,-1.4108348,for,-0.0031878094,-5.819348
5592,1798213,mot,-0.97588813,-0.47382438,mot,-3.7271814,-0.03207492,mot,-2.4689457,-0.09002806
5593,179912,for,-9.531814e-05,-18.434006,for,-0.004730822,-7.184277,for,-1.8074163e-05,-18.783087
5594,179913,for,-5.9795446e-05,-16.777641,for,-0.1317246,-2.1208775,for,-0.00010545045,-15.51773
5595,179914,for,-0.013355275,-4.367649,mot,-10.4033375,-0.13515867,mot,-3.659629,-0.02731058
5596,179915,for,-0.0019674124,-7.861985,mot,-1.8238183,-0.24845514,for,-0.4578579,-1.0058124
5597,1799315,for,-2.939851e-05,-14.310088,for,-0.025088115,-4.496892,for,-4.477578e-05,-13.3645315
5598,1799316,for,-0.0024443814,-7.064145,for,-0.039973333,-3.304782,for,-0.0013390509,-9.84878
5599,179946,for,-7.159661e-05,-13.669608,for,-0.05196575,-3.1634693,for,-0.00015788905,-10.183184
5600,179947,for,-5.7411373e-05,-11.57095,for,-0.0029724725,-5.8557234,for,-0.0006079599,-7.498443
5601,179948,for,-0.0006218921,-11.401247,for,-0.05434398,-3.1717565,for,-0.020179443,-8.11779
5602,179949,for,-0.015517134,-4.2684393,for,-0.18951756,-1.8981433,for,-0.10813537,-2.288502
5603,1799410,for,-0.001016614,-6.975952,for,-0.6588119,-0.7302574,for,-0.35556585,-1.2085702
5604,1799411,for,-7.076218e-05,-10.767805,mot,-1.4172873,-0.28900295,for,-0.0020371298,-6.6025524
5605,1799412,for,-6.0510665e-05,-14.395812,for,-0.0117746405,-5.3565183,for,-9.579495e-05,-12.392111
5606,1799413,for,-0.00093349424,-7.423194,for,-0.29766497,-1.3673328,for,-0.0031660758,-5.820772
5607,1799514,for,-0.001738244,-8.242509,for,-0.08774061,-2.587817,for,-0.003495542,-7.50958
5608,1799517,for,-0.000101039914,-9.667385,for,-0.073787436,-2.6499097,for,-0.0021186194,-6.179134
5609,179961,for,-3.1186566e-05,-13.965697,for,-0.0010496005,-7.4449925,for,-0.00010092071,-14.0505085
5610,179962,for,-3.88156e-05,-15.095954,for,-0.15080851,-2.0649855,for,-8.1371305e-05,-12.657603
5611,179963,for,-0.00035751116,-15.084855,for,-0.010278579,-5.760849,for,-0.00015002528,-13.024341
5612,179964,for,-6.301394e-05,-10.852558,for,-0.056084353,-2.9338424,for,-0.00019912985,-9.104945
5613,179965,for,-4.298773e-05,-14.39162,for,-0.0082878405,-5.049933,for,-5.157039e-05,-14.267612
5614,179992,for,-0.00033057848,-8.606372,mot,-1.5614936,-0.2590931,for,-0.02246318,-3.8976557
5615,180001,for,-0.0036295273,-5.677946,mot,-9.68749,-0.0016917271,mot,-4.68977,-0.0099127395
5616,180030,for,-0.0011170001,-8.575799,for,-0.007159919,-6.5866446,for,-0.00036370975,-10.072753
5617,180062,for,-0.0014586892,-7.3846526,for,-0.404274,-1.2047977,for,-0.033797722,-4.7347617
5618,181253,for,-0.0004217363,-14.944277,mot,-2.7974813,-0.08919507,for,-0.0026373686,-10.728845
5619,181262,for,-2.618001e-05,-18.743649,for,-0.09091164,-2.7603128,for,-4.5848617e-05,-17.148819
5620,181281,for,-1.50940705e-05,-15.596928,for,-0.0027729052,-7.1090236,for,-8.518583e-05,-13.429456
5621,181282,for,-0.3136524,-1.3129543,mot,-0.7552739,-0.63844115,mot,-1.7965566,-0.18267643
5622,181283,for,-0.00011725161,-16.399849,mot,-3.8993468,-0.12350041,for,-0.0019050816,-12.045595
5623,181284,mot,-1.076631,-0.416963,mot,-4.7833734,-0.00910033,mot,-8.523248,-0.00034011112
5624,181293,for,-0.0003517894,-9.354613,for,-0.6334658,-0.7720004,for,-0.007749421,-5.6864395
5625,181294,for,-0.0014127352,-9.719516,for,-0.105689675,-2.3585203,for,-0.0027770589,-6.588354
5626,180217,for,-0.00042102108,-8.728488,for,-0.2620403,-1.6050063,for,-0.010867299,-4.8903437
5627,180226,for,-0.00021521868,-10.310204,mot,-1.1025174,-0.42256665,for,-0.0041828714,-5.6235466
5628,180235,for,-4.7040652e-05,-15.7614355,for,-0.18662342,-2.372298,for,-0.00894769,-9.341114
5629,180241,for,-0.00038813186,-13.256658,for,-0.12136247,-2.4176996,for,-0.0005682835,-12.579742
5630,180242,for,-0.00010807293,-10.536019,for,-0.26352036,-1.4644367,for,-0.0016614969,-6.571226
5631,180243,for,-0.00015288251,-9.103207,mot,-1.4606541,-0.26892743,for,-0.0128507735,-4.392352
5632,180244,for,-1.0445127e-05,-15.681678,for,-0.03062801,-3.5997102,for,-0.00028195442,-10.993513
5633,180268,for,-0.00037383108,-15.851154,mot,-8.885866,-0.037870135,for,-0.0066433754,-5.681431
5634,180277,for,-0.007878219,-5.1704073,for,-0.099526815,-2.516336,for,-0.00421754,-6.069201
5635,180284,for,-1.1398757e-05,-16.973185,for,-0.5303141,-0.90418875,for,-0.00034845536,-10.701205
5636,180285,for,-0.000115582756,-17.489502,mot,-7.273177,-0.02307402,for,-0.00013560164,-10.225334
5637,180286,for,-4.9663133e-05,-17.149826,for,-0.42912158,-1.0861651,for,-0.00031806578,-11.092871
5638,180292,for,-0.00016027314,-11.564356,mot,-1.3751245,-0.30057377,for,-0.00040230976,-8.9402485
5639,180293,for,-0.0002288079,-16.76759,for,-0.1339366,-2.5244243,for,-8.4112995e-05,-17.199757
5640,180301,for,-0.00036084888,-9.538321,for,-0.044638865,-3.228223,for,-0.0019043663,-6.608527
5641,180324,for,-0.00017171667,-10.801561,mot,-0.7747015,-0.65844476,for,-0.0010762764,-7.1659284
5642,180332,for,-3.166338e-05,-14.763894,for,-0.0029157882,-6.7939734,for,-2.5107178e-05,-14.4355545
5643,180333,mot,-10.0475025,-0.00014537634,mot,-8.701726,-0.0005811501,mot,-6.306304,-0.0020379645
5644,180341,for,-0.00034404485,-12.993268,for,-0.063116275,-3.4417174,for,-0.00027730546,-14.151666
5645,180615,for,-0.00087275164,-16.094683,mot,-4.9900923,-0.15244569,for,-0.0030037311,-9.232246
5646,180619,for,-0.00052551134,-14.156575,for,-0.52169263,-0.9689163,for,-0.0057881274,-10.150872
5647,1806111,for,-0.0007998614,-7.399569,for,-0.49812117,-1.035612,for,-0.06586913,-2.768191
5648,180621,mot,-1.1381233,-0.38652107,mot,-3.607564,-0.028901018,mot,-5.9539237,-0.0033147193
5649,180622,for,-8.256335e-05,-16.096746,for,-0.70067525,-0.73791814,for,-0.00017827288,-13.729358
5650,180623,for,-0.00024620062,-15.458963,for,-0.42322773,-1.1819291,for,-0.00014942927,-10.310685
5651,180717,for,-0.002178216,-6.1919575,mot,-5.500839,-0.0073375534,for,-0.47558948,-0.97549415
5652,180728,mot,-0.91835624,-0.51091224,mot,-9.169654,-0.0077293,mot,-13.036046,-0.0002390594
5653,180735,for,-0.026091501,-3.7329416,mot,-1.3643701,-0.3114641,for,-0.28837657,-1.3922393
5654,180746,for,-0.009141319,-8.08108,mot,-0.81605405,-0.727637,for,-0.021920782,-4.543075
5655,180754,for,-0.0002359601,-16.55169,for,-0.030180842,-3.9294634,for,-0.0007626919,-13.720472
5656,180772,for,-0.0005750744,-7.612277,mot,-0.72483474,-0.66334945,for,-0.0003434488,-8.5968685
5657,180781,for,-0.0008635803,-14.762333,for,-0.05984132,-4.819788,for,-0.0015422383,-13.747401
5658,180810,for,-6.7662884e-05,-15.713368,for,-0.0040382682,-7.8726525,for,-2.4630364e-05,-16.73878
5659,180826,mot,-1.453524,-0.26659235,mot,-9.395266,-0.0047435183,mot,-9.920551,-0.0013863088
5660,180827,for,-0.02691982,-3.631866,mot,-1.218809,-0.35387602,mot,-1.2621639,-0.33526486
5661,180838,for,-0.0007019456,-11.920422,mot,-5.048727,-0.026887901,for,-0.0024931375,-10.550777
5662,180843,for,-0.006365628,-5.1032896,mot,-6.1296434,-0.016774204,for,-0.32893333,-1.2738453
5663,180854,mot,-3.3503008,-0.03745179,mot,-8.928704,-0.006930147,mot,-8.556983,-0.0032743257
5664,180855,mot,-0.9442384,-0.5089357,for,-0.48235303,-1.1081464,for,-0.50003076,-1.0194018
5665,180861,for,-0.00043639098,-10.403543,for,-0.5191028,-0.9072139,for,-0.0020157173,-7.981733
5666,180872,for,-0.000103662394,-16.114176,for,-0.07110846,-3.2270913,for,-0.0013192851,-13.710212
5667,1809029,for,-0.003875839,-6.183592,for,-0.0017816873,-9.235996,for,-0.00033796547,-11.331451
5668,1809128,for,-0.00026073982,-16.216097,for,-0.1640512,-1.9881021,for,-0.00011498674,-14.164834
5669,1809425,for,-0.00013607845,-15.391622,mot,-4.7552204,-0.110250525,for,-0.0011046139,-8.567003
5670,1809524,for,-0.00081760803,-16.397198,for,-0.2452403,-1.6199085,for,-0.00067502394,-15.759388
5671,1809717,for,-0.0041647064,-8.799087,mot,-6.577277,-0.1668157,for,-0.13344018,-2.370865
5672,1809719,for,-9.849109e-06,-12.669935,for,-0.03125008,-3.4952698,for,-0.00019626896,-9.517725
5673,1809722,for,-5.5146502e-05,-13.164043,mot,-2.804637,-0.07554157,for,-0.0047280914,-5.408722
5674,1809818,for,-0.0008205882,-10.130217,for,-0.18530126,-1.8669,for,-0.0003887279,-9.367638
5675,1809820,for,-0.0001688558,-19.252367,for,-0.06935224,-2.9906168,for,-4.572941e-05,-18.214773
5676,1809916,for,-1.7716551e-05,-17.845074,for,-0.090628475,-2.5184085,for,-3.070975e-05,-16.239311
5677,181019,for,-1.1517961e-05,-18.334808,for,-0.43925676,-1.1476842,for,-0.00028100077,-14.832576
5678,1810114,for,-4.429897e-05,-17.531542,for,-0.07035652,-3.1619742,for,-7.576874e-05,-15.8672
5679,1810212,for,-0.00058222294,-13.580646,for,-0.05785984,-3.4553094,for,-0.0027151187,-12.807992
5680,1810213,for,-7.77952e-05,-14.647352,for,-0.003099881,-8.44224,for,-7.076218e-05,-15.612953
5681,1810311,for,-0.0008277331,-13.087328,for,-0.22726339,-1.7715521,for,-0.002099822,-10.426916
5682,181045,for,-0.00013202553,-12.617281,for,-0.019742634,-5.176624,for,-0.0003403495,-8.741847
5683,1810410,for,-6.146429e-05,-14.219389,for,-0.0417024,-4.6986713,for,-0.0010029166,-13.438728
5684,181057,mot,-0.84356093,-0.56423354,for,-0.25401577,-1.5206975,mot,-0.7479802,-0.64316374
5685,181066,for,-0.048315246,-3.0557387,mot,-2.4140885,-0.09522562,mot,-1.3109139,-0.31465617
5686,181078,for,-0.0018301079,-7.263177,for,-0.04189882,-3.8269062,for,-0.0037623094,-6.830203
5687,1810821,for,-0.004304784,-5.4671764,mot,-0.86628175,-0.5511191,for,-0.10481444,-2.3101826
5688,181093,for,-0.0031673834,-8.196879,for,-0.014206287,-5.494139,for,-0.0017509841,-10.275803
5689,181102,for,-0.00027325618,-16.200037,for,-0.10136432,-3.5417426,for,-0.0005941397,-16.068111
