,id,gpt-4o-mini_translate
4422,164444,"Abolish all use of assessments where the youngest students are required to self-evaluate and evaluate their peers and teachers, including the use of so-called ""smiley and frowny face assessments."""
4423,164453,Return to the Parliament with a proposal to legislate the municipalities' responsibility for guided practice for health and social care students in municipal enterprises.
4424,164461,Ensure that changes to the regulations on self-payment at universities and colleges do not undermine the principle of free education in higher education or compromise the goal of lifelong learning for all.
4425,164462,Present the announced strategy for flexible and decentralized education to the Parliament.
4426,164480,"Introduce a new mandatory price information/unit price for electricity, so that consumers can easily compare prices across all types of contracts, thereby ensuring that consumers can make informed choices."
4427,164481,Introduce a requirement that electricity companies must inform electricity customers in good time and through clearly labeled information when changing agreements.
4428,164482,Introduce mandatory information about the minimum duration of the price of an electricity agreement. This price information should be provided on the electricity bill and in all sales and marketing of electricity.
4429,164945,"Promote a proposal to introduce an independent right to take leave for all fathers/co-mothers, initially for a leave equivalent to the father's quota."
4430,164953,Promote proposals for changes to laws and regulations so that it is up to each individual couple how they want to distribute parental leave between themselves.
4431,164964,Promote proposals for more flexibility in how parental leave is taken.
4432,164972,"Conduct an evaluation of the parental leave scheme that came into effect on July 1, 2018. The evaluation should primarily focus on parents' experiences, the child's perspective, health consequences for the mother, as well as experiences with breastfeeding as a result of the changes in the father and mother quotas."
4433,164981,Promote a proposal that fathers are granted the right to take parental leave on an independent basis.
4434,165001,Investigate with a view to introducing a ban on all use of rubber granulate.
4435,165015,"Investigate with a view to introducing a ban on all use of rubber granulate on new artificial turf fields from 2023, and a ban on the use of rubber granulate from 2025."
4436,165023,Investigate and implement a ban on the reprocessing of used tires and on all new use of bonded rubber granulate where there is a risk of exposure and leaching.
4437,165024,"Come to the Parliament with a proposal for a compensation scheme for those affected by a ban on all use of loose rubber granulate, as well as with an assessment of alternatives to rubber granulate and any potential Norwegian business initiatives related to this."
4438,165032,"Present a proposal for a compensation scheme for affected sports teams and clubs for additional expenses triggered by new requirements for the operation and maintenance of sports fields, based on the new Chapter 23A in the regulation on amendments to the regulation on the limitation of pollution (design and operation of sports fields where plastic-containing loose fill material is used) (FOR-2021-04-07-1096)."
4439,165073,"Come back to the Parliament with a proposal that oil companies are required to develop as much offshore wind as they need for electrification, as well as to pay for these investments."
4440,165081,Present a plan for the electrification of the continental shelf using offshore wind power.
4441,165102,Stop further electrification of the Norwegian continental shelf with power from the mainland.
4442,165115,Stop all further adaptation to the EU's energy regulations and adaptation to the EU's energy agency ACER.
4443,165116,Reject any processing of upcoming legislative acts related to the EU's energy market package 3 or 4.
4444,165131,Start the process of withdrawing Norway from the EU's energy agency (ACER).
4445,165132,"Stop all transfer of power over the energy sector to the EU, and begin the work of increasing Norwegian sovereignty in the area again."
4446,165133,Use the veto right in the EEA against the transfer of authority in the EU's Clean Energy Package.
4447,165134,"Come back to the Parliament with an assessment of the legal acts in the energy sector that have not yet been incorporated into the EEA Agreement, such as the Energy Performance of Buildings Directives and the Energy Efficiency Directives, and how corresponding national regulations can be implemented outside the EEA Agreement."
4448,165142,Investigate and return to the Storting in connection with the revised national budget 2021 with a proposal for a fair and user-financed equalization scheme for grid fees.
4449,165153,Ensure that those who receive housing support and do not have reduced expenses as a result of the new equalization scheme for electricity grid fees are compensated for it.
4450,165161,Come back to the Storting with a model for equalization of transfer tariffs that ensures more equal grid fees across the country.
4451,165350,Investigate how Norwegian authorities can facilitate a more open and democratic process in the handling of EEA-relevant laws and regulations.
4452,1655819,"Ensure a good educational offer in the higher education sector by completing the work on the changes to the regulations regarding degrees and professional education, protected titles, and standard study duration at universities and colleges (the degree regulations)."
4453,1655918,"Postpone the mergers of directorates and return to the Parliament with a proposal for a model where the number of directorates and underlying entities is effectively reduced, with a clear transfer of tasks to the institutions and a clear allocation of responsibilities within the ministry."
4454,1656016,Remove the degree regulation's limitation on educational institutions' ability to offer vocational training with protected titles.
4455,1656017,"Change the regulations regarding the limitation of educational institutions' ability to offer vocational education with protected titles, such as medicine, to include more study locations, starting with the University of Stavanger."
4456,165624,"Consider the need for increased funding for NOKUT, as the agency will have an expanded responsibility to assess and ensure the quality of new educational programs."
4457,165631,Strengthen the regional responsibility of universities and colleges and consider incorporating regional responsibility into allocation letters and development agreements.
4458,165632,Incorporate specific escalation plans for new study places and scholarships in connection with the revision of the long-term plan for research and higher education.
4459,165633,Present the interdepartmental report on medical education to the Parliament.
4460,1656415,Investigate measures to prevent dropout and delays in studies for students in higher education.
4461,165570,"Return to the Storting with initial measures to secure more study places in medicine, health sciences, nursing, and psychology."
4462,165571,"Develop a scaling plan for study places in medicine, health sciences, nursing, and psychology. The plan should include concrete measures for the establishment of sufficient study places at educational institutions, as well as measures that ensure students have practical placements in the healthcare sector. The plan should also include initiatives that make it attractive for healthcare workers to remain in the sector."
4463,165848,"Introduce a requirement of passing primary school to start high school, in practice by ensuring that students have at least a grade of 2 in Norwegian and mathematics."
4464,165857,Strengthen the grant enhancement scheme for equipment in upper secondary schools.
4465,165866,"Facilitate the establishment of permanent systems where companies report their need for apprentices to the training offices. These figures should be the basis when the county council develops the education offerings, so that the education provided aligns with the needs of the labor market."
4466,165873,Ensure continued increases in the apprenticeship grant and aim for it to eventually be at the same level as the cost of a vocational school place.
4467,165874,Promote a proposal to eliminate the employer's contribution for apprenticeship positions.
4468,165875,"Implement a pilot program in several counties, where the state, industry, and school owners collaborate in a joint effort to provide mobile devices with technical equipment, following the model of Norwegian Industry."
4469,165882,"Strengthen the counseling and guidance services in schools by facilitating an interdisciplinary counseling service and collaboration between the school owner, lower secondary school, counseling services, upper secondary school, and the labor market, and make it easier for professionals with experience from other fields to be employed in schools as counselors."
4470,165891,Facilitate the introduction of requirements for minimum standards for technical equipment in vocational education. The minimum standards should be developed in collaboration between schools and the business sector.
4471,165900,Take the initiative to increase knowledge about vocational school education in the counseling services in schools.
4472,165901,Strengthen the scheme for recruitment scholarships for individuals outside the education sector who wish to pursue vocational teacher training to work in schools.
4473,165902,Strengthen the internship program for vocational teachers.
4474,165903,"Ensure that a closer connection is established between sending schools and training companies also during the apprenticeship period, so that the content of vocational training is best adapted to the needs of the labor market."
4475,165904,Ensure that pilot projects in vocational education based on the Steigen model are established in all counties.
4476,165905,Facilitate the development of an industry standard with a minimum level of teaching equipment in technical subjects in upper secondary schools. Work is being done on an industry standard for Technology and Industrial Production (TIP). Such a standard can be followed up with a coordination of the procurement and maintenance of the equipment.
4477,165906,Increase the equipment grant for the most expensive vocational programs in upper secondary education.
4478,165796,"Introduce a requirement that teachers who will teach the elective subject ""Work Life Studies"" must have competence and personal experience with vocational processes and vocational didactics."
4479,165804,Promote a proposal to amend the Education Act so that all students in lower secondary school have the opportunity to choose vocational subjects.
4480,165815,Facilitate the offering of vocational subjects as elective courses in all secondary schools.
4481,165821,Facilitate further education and training for teachers who will teach the subject of working life.
4482,165822,Ensure good guidelines for the development of local curricula in the subject of working life.
4483,165823,Come back to the Parliament with proposals on how students in lower secondary school can have increased options and a larger share of practical and aesthetic subjects in their timetable.
4484,1656714,"Expand the total number of hours so that students receive one additional hour of arts and crafts per week in grades 1 to 4, in order to give students the opportunity to develop practical skills and use various tools."
4485,1656815,"Introduce a national regulation to ensure that all primary schools have a woodworking shop, music room, science lab, school kitchen, gymnasium, and suitable rooms for arts and crafts, as well as sufficient space to conduct practical and varied teaching."
4486,1656916,"Ensure enough funding for shared lessons in practical and aesthetic subjects, so that the teacher has the conditions to follow up with each individual student."
4487,1657017,"Introduce a requirement that teachers who will teach the elective subject ""Work Life Studies"" must have competence in and personal experience with vocational processes and vocational didactic experiences."
4488,1657112,Come back with suggestions for changes to the subject and hour distribution that allow for more time for practical and aesthetic subjects in primary school.
4489,1657113,"Come back with suggestions that ensure all schools have satisfactory special rooms and facilities that meet the needs of the curricula for practical and aesthetic subjects, as well as a variety in the teaching of these subjects."
4490,1657211,"Facilitate more information and collaboration in School Norway, so that good local initiatives can gain greater reach."
4491,1657310,"Facilitate a more practical and varied school day, for example through more practical elective subjects and more active use of the local workforce as part of the teaching."
4492,165748,"Promote the necessary proposals to ensure sufficient funding for mapping skills, spaces, equipment, and organization of practical and aesthetic subjects in primary education."
4493,165753,Introduce active learning methods as a continuing education program.
4494,165754,Consider formalized collaborations between secondary schools and students who are training to become vocational teachers.
4495,165755,"Initiate a pilot project with formalized collaboration between staff in primary schools and secondary schools to strengthen the vocational approach in subjects in primary education. The project will examine whether this can help make teaching more practical and varied. The Parliament requests the government to implement arrangements for rewarding municipalities and counties that participate, and additionally to conduct a follow-up evaluation of the pilot project."
4496,165756,Introduce a requirement that the GLU education includes teaching in practical and aesthetic subjects. Teachers must be given the competence to utilize practical and aesthetic learning processes.
4497,165757,Promote a plan for how the subject of educational choices can be made more engaging and meaningful for more students.
4498,165769,"Ensure better facilitation for combined teaching positions between primary school, culture school, and secondary school."
4499,165771,Introduce active learning methods as a mandatory part of the five-year primary school teacher education program.
4500,165772,"Introduce an interest compensation scheme that will encourage municipalities and county municipalities to rehabilitate and invest in craft rooms, gymnasiums, art and craft rooms, school kitchens, music rooms, and swimming pools."
4501,165920,"Establish a committee to investigate a new admission system for higher education in collaboration with the sector, professional organizations, students, and pupils. The goal should be to create new admission criteria that promote quality."
4502,166004,"Investigate the advantages and disadvantages of a legal provision that gives municipalities or other public authorities the ability to halt activities and leisure pursuits aimed at children and young people, which are deemed to have a clearly integration-hindering effect."
4503,166015,"Come back with suggestions that provide municipalities with better tools to prevent leisure activities for children and young people that may contribute to radicalization or violate children's rights or the Equality and Anti-Discrimination Act, including the possibility to map and supervise leisure activities for children and young people that involve religious education."
4504,166023,Present a legislative proposal that provides municipalities with a clear legal basis to intervene in order to stop activities and leisure pursuits aimed at children and young people that are deemed to have a clearly integration-hindering effect.
4505,166032,"Come back with proposals that provide municipalities with better tools to prevent leisure activities for children and young people that may contribute to radicalization or violate children's rights or the Equality and Anti-Discrimination Act, including: a binding social contract for integration in collaboration with organizations of faith and life stance communities, and the opportunity to map and supervise leisure activities for children and young people that include religious education."
4506,166041,"Come back with suggestions for measures to map the extent of financial support from abroad to religious organizations, regardless of whether the organization receives state funding."
4507,166070,Present a proposal to the Storting for the introduction of environmentally differentiated toll rates for the Environmental Package in Trondheim and E6 Trondheim–Stjørdal.
4508,166090,Ensure that cost-effectiveness and quality requirements carry more weight than various certification schemes in the assessment of road investment projects. It should not be a requirement that the investment projects of the Norwegian Public Roads Administration or Nye Veier be certified in accordance with CEEQUAL or similar.
4509,166101,Ensure more departures and lower ticket prices on the FOT routes in the upcoming tender rounds.
4510,166112,"Ensure more departures and lower ticket prices on FOT routes, where there is no commercial basis for flight routes."
4511,166120,Ensure that the purchase of domestic flight routes continues as a government responsibility.
4512,166130,"Make an assessment of how exemptions from health requirements for driver's licenses work, to ensure that drivers who are suitable for holding a driver's license receive it, and report back to the Parliament in an appropriate manner."
4513,166140,"Promote a case to ease access to medically justified exemptions under the driver's license regulations, so that individuals with impaired vision can obtain driving rights in accordance with the practice that was in place until 2019."
4514,165441,Clarify how a Norwegian public-private partnership in pharmaceutical production can contribute to efforts to make Norway and Europe less dependent on medicines and active ingredients produced outside of Europe.
4515,165442,"Promote a case that ensures public-private collaboration for the establishment of a national cluster for the development and production of vaccines for humans, animals, and fish."
4516,165450,Engage in dialogue with relevant production environments with the aim of entering into contingency agreements for Norwegian production of essential medicines.
4517,165451,"Investigate and, if possible, enter into pre-purchase agreements with private actors who wish to establish Norwegian vaccine production."
4518,165461,Ensure that the Cervarix vaccine against HPV in the childhood vaccination program is replaced with the Gardasil 9 vaccine or other new vaccines that also protect against genital warts.
4519,165472,"Ensure that a method assessment is conducted on the vaccine that protects against both HPV-related cancer and genital warts, and based on that, consider offering such a vaccine in the childhood vaccination program."
4520,165492,Map the language skills of employees in the specialist and primary healthcare services and report back to the Parliament in an appropriate manner.
4521,165493,"Offer Norwegian language training to healthcare personnel who need it, and set requirements after the language training that a Norwegian test must be passed in order to hold a position with patient contact."
4522,165494,"Promote proposals for necessary legislative changes to introduce a requirement for a passing Norwegian test at a minimum B1 level for patient contact in the healthcare system, and a passing Norwegian test at a B2 level for positions that require higher education."
4523,165501,"Investigate a legal regulation of language requirements – combined with the provision of language training – that is necessary to ensure quality and patient safety in the healthcare service, and report back to the Parliament in an appropriate manner."
4524,166526,"Establish a special investigation commission to map racism in Norway, both the historical development and the current situation, with particular attention to structural racism, and to propose new measures. The commission must consist of individuals with professional expertise in the field, including researchers, as well as members who themselves have a minority background. The commission should be given a long-term perspective and be mandated to commission new research."
4525,166527,"Return to the Storting with a proposal to include the term ""racism"" in the Education Act § 9 A-3."
4526,166541,"Strengthen information about anti-discrimination legislation, its enforcement, and where to seek assistance in individual cases, for groups that have experienced discrimination."
4527,166542,"Establish more ""guide"" programs based on the models of Rosa competence and Jewish guides/pathfinders."
4528,166543,"Establish a dedicated research center, create a long-term research program, or increase research on the topic of racism and discrimination."
4529,166544,Ensure increased competence on racism in teacher education.
4530,166545,Lower the threshold for revocation of liquor licenses due to discrimination reasons mentioned in the Penal Code § 186.
4531,166551,"Ensure that the country's schools, after the COVID-19 pandemic, welcome youth organizations, cultural life, and sports organizations to the schools, so that schools can be secured as an important recruitment arena for voluntary youth work, and so that students have the opportunity for democratic participation and to take a stand on various directions within voluntary work."
4532,166552,Increase the basic funding for children's and youth organizations.
4533,166553,"Take the initiative to collaborate with the Ministry of Culture, the Ministry of Health and Care Services, and the organizations that represent the voluntary youth organizations, to develop a plan for the role of youth organizations in the reopening of society."
4534,166560,"Engage in dialogue with KS and the National Council for Children's and Youth Organizations in Norway with the aim of ensuring that children's and youth organizations have access to schools and other public buildings locally, and to contribute to equal treatment in lending."
4535,166574,Propose 80% government funding for crisis center services through earmarked funds.
4536,166575,"Promote a proposal to amend § 2 of the crisis center law to introduce a requirement for sufficient proximity to the nearest crisis center service, so that geographical coverage aligns with the fact that crisis center services should be easily accessible, and to regulate this further in regulations."
4537,166576,Promote a proposal to amend § 2 of the crisis center law to introduce a requirement for round-the-clock staffing.
4538,166577,"Promote a proposal to introduce a general regulatory framework in the crisis center law and to establish a quality standard through regulations to further regulate the implementation of the requirement for physical separation, requirements for competence, including child-related expertise, that the length of stay at the crisis centers must be adapted to the time it takes to provide support and necessary assistance for the victims of violence to re-establish themselves, and the content of the follow-up during the re-establishment phase."
4539,166581,Conduct an evaluation of the crisis center services for men and report back to the Parliament in an appropriate manner.
4540,166582,"Ensure that the crisis center services for the Sami indigenous population are improved, and inform the Parliament in an appropriate manner."
4541,166583,Ensure that crisis centers cannot charge a co-payment for the service. There should be no exception for any expenses related to food at cost price.
4542,166590,Review the law on municipal crisis center services and propose that there should be no co-payment for food from individuals.
4543,1666234,"Propose amendments to the law on motorized traffic in uncultivated land and waterways so that municipalities can decide that unplowed roads can be used for recreational snowmobile driving in general, for certain areas/roads, or as part of a trail network without the requirement for an impact assessment according to national regulations. For driving to be permitted, the municipality must obtain the consent of the landowners/road board."
4544,1666235,"Change the regulations for motorized traffic in uncultivated land so that minor terrain interventions that will not be easily visible on bare ground, such as the removal of stones, trees, etc., can be permitted where necessary, in the same way as the establishment of hiking/recreational trails in uncultivated land."
4545,1666236,Change the regulations for motorized traffic in uncultivated areas so that local trail associations can use snow groomers and ATVs equipped with tracks for the development and maintenance of recreational trails for snowmobile use without special permission.
4546,1666237,Simplify the processes for establishing snowmobile trails by ensuring that the creation of the trails follows the provisions of the Planning and Building Act.
4547,1666238,Amend the regulations for motorized traffic in uncultivated land so that municipalities can set time restrictions for driving permits to their own cabins.
4548,1666239,Change the regulations for motorized traffic in uncultivated areas so that established ice fishing trails can be maintained if the municipalities wish to do so.
4549,1666240,Amend the regulations for motorized traffic so that municipalities can decide to grant permission for the use of ATVs on dry land where commercial activities in the wilderness are of significant importance.
4550,166651,"Promote proposals for the revision of the law on motorized traffic in uncultivated land and waterways with the aim of reducing bureaucracy related to the implementation of the law, and that the law is better coordinated with the Planning and Building Act so that municipalities gain increased authority."
4551,1666641,"Promote proposals for the revision of the law on motorized traffic in uncultivated land and waterways with the aim of increasing local self-governance and reducing bureaucracy related to the implementation of the law, while also ensuring that considerations for nature and outdoor recreation are taken into account."
4552,166691,Present to the Storting a strategy for the upcoming implementation work of the UN Nature Agreement in Norway before the agreement is concluded at the parties' meeting on the UN Nature Agreement in 2021. The strategy for the implementation process must be presented to the Storting no later than in connection with the government's budget presentation in October 2021.
4553,166692,Present a parliamentary report during 2022 with proposals for a cross-sectoral action plan on how Norway will achieve the goals of the nature agreement.
4554,166700,Come back to the Parliament regarding the follow-up of the global framework for biodiversity in an appropriate manner as soon as possible after the framework is in place.
4555,1667114,"Investigate and propose the introduction of a compensation scheme for those who lose income due to the tightening of sea salmon fishing, among other things to safeguard the sea Sámi culture and livelihoods."
4556,1667212,"Consider other measures to strengthen the wild salmon populations and other forms of reduction in the sea salmon fishing in Finnmark, apart from stopping the use of gillnets."
4557,166737,"Evaluate the regulation of the sea salmon fishing after the 2021 season, especially regarding the consequences for fishing in Finnmark and the coastal Sámi livelihoods, to see if the regulations have worked as intended and if they ensure a balance between fishing in the sea and in freshwater."
4558,166738,"Investigate measures, including actions against aquaculture, to ensure sustainable wild salmon populations along the entire coast."
4559,166739,Investigate measures and instruments that safeguard the coastal Sámi culture and economic activities related to coastal salmon fishing.
4560,1667310,Return to the Parliament with an assessment of the agreement between Norway and Finland regarding fishing in the Tana River system and the consequences for sea salmon fishing in Finnmark.
4561,166745,Stop the approved tightening of the sea salmon fishing and continue the regulation of sea salmon fishing in 2021 under the same rules as in 2020.
4562,166746,"Come back to the Parliament in an appropriate manner with proposals for measures to strengthen the management of wild salmon, based on sustainable harvesting of the resource and the principle of burden sharing."
4563,166754,"To strengthen the management of wild salmon, also present proposals for controlled removal of predators in connection with salmon rivers that have small and vulnerable populations, so that measures do not solely focus on reduced fishing."
4564,166771,"Allow hook net fishing in Finnmark until the end of the year, and consider other measures to strengthen wild salmon populations and other forms of reduction in sea salmon fishing."
4565,166782,Make a new assessment of the tightening measures in the sea salmon fishing and how they will specifically affect the sea salmon fishermen in Southern Norway. The Parliament further requests the government to make lenient assessments of applications for exemptions for fishermen who lose a significant part of their income without other options.
4566,1667913,"Allow hook and line fishing in Finnmark in 2021, and consider other measures to strengthen wild salmon populations."
4567,166800,Conduct an evaluation of the status of small and vulnerable populations of wild salmon and ensure that such an evaluation is presented to the Storting in an appropriate manner after the 2021 season.
4568,166823,Promote proposals to ensure a more comprehensive and effective aquaculture management based on the model of the oil and gas sector.
4569,166832,Promote proposals to prevent small and medium-sized players from being pushed out of the aquaculture industry due to administrative burdens.
4570,166841,Promote proposals to ensure a more comprehensive and effective aquaculture management.
4571,166961,Facilitate the establishment of a government rescue helicopter base in Tromsø.
4572,166972,Facilitate the operation of the rescue helicopter base in Tromsø by the 330 Squadron and the state rescue helicopter service with the AW101 SAR Queen helicopter.
4573,166983,"To establish a presence and readiness in Tromsø, rent a civilian rescue helicopter as a temporary solution with startup as soon as possible."
4574,166991,Start the necessary preparations to ensure that the Armed Forces take over as the operator of the search and rescue helicopter base in Tromsø when the contract with the civilian operator expires.
4575,166273,"Initiate a mapping of the human rights situation in Norwegian nursing homes and home care services, where residents and users themselves, as well as their relatives, are also sources. The government is requested to report to the Storting in an appropriate manner."
4576,166281,Come back to the Parliament with a binding escalation plan to improve staffing in elderly care in the municipalities.
4577,166282,Implement concrete measures to prevent abuse in nursing homes through proper staffing and training of management and staff in nursing homes.
4578,166290,Establish national guidelines for the investigation and handling of elder abuse cases.
4579,166291,Establish a reporting obligation to the supervisory authorities when there is reason to believe that the elderly are being subjected to violence and abuse.
4580,166310,"Introduce a ""right to try"" in Norway for ALS patients, dementia patients, and others with serious diagnoses."
4581,166334,"Present a plan to the Parliament with measures for better follow-up, quality, and coherence in the services for individuals diagnosed with ALS, based on the Norwegian Directorate of Health's report from 2019."
4582,166343,Ensure that patients with ALS have the opportunity to participate in clinical treatment studies and to receive assessment from the Expert Panel for specialist health services.
4583,166345,"Ensure increased funding for clinical research on serious diseases affecting the central nervous system, such as ALS, MS, and dementia."
4584,166351,"Ensure that MS patients who are not offered stem cell treatment in Norway are given the opportunity to undergo this abroad, funded by the state."
4585,166352,"Facilitate greater participation of Norwegian MS patients in research projects on stem cell treatment both domestically and internationally, with costs covered by public funding."
4586,166360,"Propose measures to ensure that an increased number of MS patients can participate in clinical trials of stem cell treatment in Norway, and inform the Parliament in an appropriate manner."
4587,166393,"Prepare a proposal for authorization for manual therapists, and then conduct a consultation on such a proposal, before the Parliament receives a comprehensive case regarding authorization for new professional groups for treatment."
4588,166402,"Propose necessary changes to the Health Personnel Act with the aim of granting authorization to naprapaths, osteopaths, speech therapists, and paramedics."
4589,166411,"Follow up on its own consultation proposal regarding authorization for new professional groups in accordance with the Health Personnel Act once the consultation period has ended, and return to the Parliament in an appropriate manner."
4590,166423,"Ensure that the null alternative is investigated as a real option for the development of Sykehuset Innlandet HF before a decision is made regarding the future hospital structure (""target image"") in the corporate meeting."
4591,166441,"Strengthen existing patient services and professional environments in both somatic and mental health care at Sykehuset Innlandet HF until a new hospital structure is approved and realized, in order to ensure stabilization and recruitment of healthcare personnel."
4592,166442,"Ensure a hospital capacity in Sykehuset Innlandet that corresponds to the future needs of the population, and prevent the health enterprise from planning future hospital capacity based on an assumption of increased efficiency, cuts in inpatient treatment, and significant task transfers to the municipalities."
4593,166451,Ensure that the will of the Storting is followed when the Decision Forum makes its decisions for individuals who fall under the category of rare diseases.
4594,166462,"Investigate an alternative payment model for treatments implemented in the specialist health service, where the payment is calculated based on the observed health benefits after the treatment has been utilized."
4595,166470,"Investigate how the Decision Forum for new methods can make the best possible decisions across specialist health services and municipal health and care services, in order to ensure sound socio-economic decisions."
4596,166491,"Ensure that the health enterprises, in their development plans for future structure and service offerings, are required to highlight and emphasize the reduction of climate impacts."
4597,166502,"Develop a climate plan for the healthcare sector, with the goal of achieving a climate-neutral healthcare sector, and present this as a matter for the Parliament."
4598,166503,"Develop a climate budget for the healthcare sector and report on this in the national budget. The climate budget must include emissions from operations, procurement, transportation, and construction."
4599,166514,"Develop a climate plan for the healthcare sector with the goal of achieving a climate-neutral sector, and present it to the Parliament in an appropriate manner."
4600,167541,"Present a strategy for how Norwegian research environments and the petroleum industry can continue their leadership in research and technology development, so that the industry remains a driving force in Norway both in terms of expertise and economically in the future."
4601,167542,"Establish a new arrangement for DEMO 2000, where part of the funding is provided as a loan. Many projects currently receive 25% funding. For some projects with high risk and high upside, it may instead be possible to provide 50% funding, but with a 25% refund if the project is successful."
4602,167560,Revoke NVE's decision on the extension of the deadline for the Øyfjellet wind farm.
4603,167593,"Present a case to the Storting on how reduced road traffic and a stronger focus on cycling, walking, and public transport can help reduce the spread of microplastics in nature due to decreased emissions from tire wear and road dust."
4604,167601,Prioritize that a larger share of existing aid funds is directed towards concrete measures aimed at marine littering.
4605,167602,"Withhold aid funds from countries that have not committed to, and do not implement, effective measures against marine littering."
4606,167610,Specify the responsibilities of the county governor and the coordinating role in the work against marine littering.
4607,167611,Develop a comprehensive strategy and action plan against marine littering.
4608,167612,Provide professional support and guidance to the municipalities that are developing their own plastic action plans to combat marine littering.
4609,167613,"Investigate an incentive scheme to encourage more volunteers, including teams and organizations, to contribute to plastic cleanup."
4610,167614,Work towards a binding global agreement against plastic pollution in the ocean.
4611,167620,Return to the Storting with a proposal to tighten the penalties for dumping waste from ships along the Norwegian coast.
4612,167621,Consider introducing a grant scheme that covers the costs associated with waste disposal following voluntary cleanup actions. The Parliament requests the government to present a case on this in connection with the state budget for 2022.
4613,167630,"Follow up on the Parliament's decision to ensure a uniform development of infrastructure for zero and low-emission technology, and additionally facilitate a faster application process for gas distributors applying for investment support for filling stations from Enova, as well as immediately improve Enova's support scheme for filling stations and the purchase of heavier vehicles using biogas as fuel."
4614,167631,"Simplify the application process for support for biogas vehicles, based on the model for support for heavy electric vehicles, where Enova promises a straightforward application process with quick responses."
4615,167632,"To change the use of the term zero emissions in all government objectives and plans to zero emissions and biogas, with the intention of treating biogas equally with electricity and hydrogen, and this terminology should apply to both already adopted and future plans."
4616,167640,"Ensure equal treatment of biogas vehicles with zero-emission vehicles on routes funded by tolls, effective from January 1, 2022."
4617,167641,To take the initiative to harmonize the framework conditions for biogas production in the Nordic countries and return to the Parliament with a plan for this in order to contribute to the development of the biogas industry in Norway.
4618,167669,"Investigate and return with principles and tools for how area neutrality can be achieved, which means that no more nature should be destroyed. If it is necessary to make interventions in nature due to new developments, at least an equivalent area of nature of similar type and quality in the surrounding areas should be restored."
4619,1676610,"Intensify the work on nature mapping and strengthen the organization of the mapping efforts, so that the valuable nature in Norway can be mapped by 2030."
4620,1676611,"Promote a proposal for a building ban on wetlands. Given the unique carbon storage effect of wetlands (which also leads to increased climate emissions when developed) and their essential role as habitats for species, all unnecessary construction in these areas should be avoided. The building ban can be introduced in the Planning and Building Act, similar to the existing building ban in the coastal zone."
4621,1676612,"Promote proposals that ensure that all new shopping centers and department stores can only be established in areas that are already developed, not in untouched nature or agricultural land."
4622,1676613,Establish systems for quality assurance of mapping companies and require independent mapping of biodiversity for larger development projects and land use changes.
4623,1676614,"Ensure that by 2025, national conservation plans are developed that particularly protect areas that are currently not sufficiently protected and have good representation, including cultural landscapes, forests, wetlands, and coastal areas."
4624,167676,Investigate and come back with proposals for a zero vision for the loss of nature.
4625,167677,Investigate a building ban on wetlands.
4626,167678,Establish systems for quality assurance of companies conducting environmental mapping in connection with development projects.
4627,167684,"Ensure that the priorities within nature management are tightened by obtaining expert advice to a greater extent than before, and by developing a comprehensive plan with concrete proposals for prioritized species and selected natural types, based on explicit criteria for prioritizing species and selecting natural types, before further use of these measures in the Biodiversity Act."
4628,167685,"Introduce a requirement that a consistent and clear distinction is made between knowledge producers and users of this knowledge, and that all publicly funded mapping of biodiversity is carried out according to general standards for value neutrality and quality."
4629,167691,"Strengthen the efforts to map all nature in Norway, so that the valuable nature can be protected."
4630,167692,Come up with proposals that better protect cultivated land and important natural areas in connection with new developments.
4631,167693,Review the conservation plans and provide suggestions that quickly ensure the protection of natural areas that currently do not have adequate protection.
4632,167702,Introduce driver's license class B1 with a minimum age of 16 years during 2021. It is based on similar training requirements as for driver's license class A1 for light motorcycles.
4633,167714,Investigate the introduction of driver's license class B1 with a minimum age of 16 years.
4634,167733,"Promote a proposal to abolish the point penalty system in traffic effective from July 1, 2021."
4635,167751,Ensure that the combination of driver's license class T and driver's license class B grants the right to a driver's license class BE.
4636,167760,"To implement the Parliament's decision to abolish the requirement for a health certificate for older drivers, effective no later than August 1, 2021."
4637,167097,To repeal the provision in the regulation on admission to higher education regarding additional points based on gender.
4638,167101,"Address the working conditions of employees in the new long-term plan for research and higher education, and return to the Parliament with a concrete plan on how authorities and institutions can collectively reduce the proportion of temporary employees at universities and colleges."
4639,167102,Conduct an investigation into the working conditions and career development of researchers across the entire research sector.
4640,167103,"Return to the Parliament with an assessment of the need for, and possibly proposals for tightening, the access to fixed-term appointments in teaching and research positions when creative or performing artistic competence is a significant element of the competence requirement."
4641,167105,Come back to the Parliament with a clarification of the Universities and University Colleges Act § 3-8 second paragraph regarding the use of digital lectures and what should be understood as public lectures.
4642,167170,Come back with a proposal for legislating the right to receive exam questions in the Norwegian written language that students prefer.
4643,167230,"Ensure that the new Education Act and Kindergarten Act are in line with the fundamental rights of the UN Convention on the Rights of the Child regarding the procedures for children's right to information, to express themselves freely, children's right to privacy, and that all actions and decisions concerning children are made in the best interest of the child."
4644,167240,Come back with suggestions for distance learning in the legislative proposal for the new education law.
