,id,gpt-4o-mini_vote,gpt-4o-mini_voor_lprob,gpt-4o-mini_tegen_lprob
1139,2023D30702,voor,-0.02634535,-13.151345
1140,2023D30684,tegen,-5.754661,-0.004661165
1141,2023D30646,voor,-0.07908608,-9.329086
1142,2023D30703,voor,-0.014204051,-14.889204
1143,2023D30626,tegen,-0.75911266,-0.63411266
1144,2023D30630,voor,-0.012555797,-13.012556
1145,2023D30625,tegen,-1.6027819,-0.22778194
1146,2023D30628,voor,-0.062035915,-11.437036
1147,2023D30629,voor,-0.0125531,-13.637553
1148,2023D30633,voor,-0.003232733,-7.878233
1149,2023D29231,voor,-0.016077891,-15.016078
1150,2023D28935,voor,-0.008669526,-11.63367
1151,2023D29478,voor,-0.014210401,-12.889211
1152,2023D30569,voor,-0.06205003,-14.18705
1153,2023D30568,voor,-0.026355455,-14.151356
1154,2023D30563,voor,-0.07894972,-13.45395
1155,2023D30560,voor,-0.01608364,-15.266084
1156,2023D30567,voor,-0.05709933,-2.9320993
1157,2023D30562,voor,-0.041003767,-3.5410037
1158,2023D28932,voor,-0.10027945,-13.60028
1159,2023D29879,voor,-0.002839349,-12.002839
1160,2023D29881,voor,-0.006782862,-10.381783
1161,2023D29882,voor,-0.018209059,-13.768209
1162,2023D29878,voor,-0.014211924,-12.014212
1163,2023D29445,voor,-0.006753855,-13.506754
1164,2023D29444,voor,-0.029803606,-13.154803
1165,2023D29443,voor,-0.048663672,-10.923664
1166,2023D29432,voor,-0.04864573,-11.423646
1167,2023D29434,tegen,-2.2387931,-0.11379303
1168,2023D29431,voor,-0.014206757,-12.639207
1169,2023D29435,voor,-0.01118434,-9.261185
1170,2023D29436,tegen,-14.375793,-0.000793901
1171,2023D29439,tegen,-6.502418,-0.002418226
1172,2023D29437,voor,-0.0486388,-12.798638
1173,2023D29438,voor,-0.1270579,-10.377058
1174,2023D29433,voor,-0.003357251,-8.878357
1175,2023D29440,tegen,-12.000674,-0.000674547
1176,2023D29441,tegen,-13.252177,-0.002177147
1177,2023D29422,tegen,-0.76524353,-0.64024353
1178,2023D29425,voor,-0.10027524,-12.225275
1179,2023D29428,voor,-0.012557209,-12.012557
1180,2023D29420,voor,-0.35609317,-1.2310932
1181,2023D29430,voor,-0.07920767,-8.329207
1182,2023D29421,voor,-0.04864073,-12.923641
1183,2023D29429,voor,-0.02329183,-13.898292
1184,2023D29427,voor,-0.038098186,-12.538098
1185,2023D29424,voor,-0.020593157,-13.395593
1186,2023D29423,voor,-0.020591054,-13.520591
1187,2023D29426,voor,-0.35022858,-1.2252285
1188,2023D29144,voor,-0.014206995,-14.514207
1189,2023D29070,voor,-0.161025,-7.286025
1190,2023D29069,tegen,-1.912303,-0.16230302
1191,2023D29068,voor,-0.02069837,-9.145699
1192,2023D29147,voor,-0.018194074,-13.518194
1193,2023D29145,voor,-0.03811401,-15.163114
1194,2023D29055,voor,-0.12700045,-13.002001
1195,2023D29057,voor,-0.014356354,-8.889357
1196,2023D29066,tegen,-13.502074,-0.002074602
1197,2023D29063,tegen,-5.1330194,-0.008019672
1198,2023D29048,voor,-0.04887746,-8.423878
1199,2023D29042,voor,-0.026358705,-12.401359
1200,2023D29052,voor,-0.010436561,-7.3854365
1201,2023D29040,voor,-0.026444739,-9.526444
1202,2023D29039,voor,-0.16033319,-14.160334
1203,2023D28553,voor,-0.00287275,-10.377872
1204,2023D27965,voor,-0.100301445,-14.350302
1205,2023D28296,voor,-0.00985808,-9.884858
1206,2023D28569,voor,-0.04865073,-11.798651
1207,2023D28307,voor,-0.024023682,-4.6490235
1208,2023D28548,voor,-0.03810288,-15.663103
1209,2023D28570,voor,-0.008655227,-12.508656
1210,2023D28599,voor,-0.100321405,-10.225322
1211,2023D28290,voor,-0.033750933,-9.908751
1212,2023D28557,voor,-0.07897362,-12.578974
1213,2023D27805,voor,-0.038092095,-14.413092
1214,2023D27345,voor,-0.020586733,-14.145587
1215,2023D27728,voor,-0.062038157,-14.187038
1216,2023D28861,voor,-0.016081883,-14.391082
1217,2023D28855,voor,-0.012550859,-14.012551
1218,2023D28858,voor,-0.1270372,-14.377037
1219,2023D28851,voor,-0.02329323,-14.7732935
1220,2023D28853,voor,-0.023291944,-13.148292
1221,2023D28433,voor,-0.048648797,-14.548649
1222,2023D28439,voor,-0.10028074,-12.725281
1223,2023D28376,voor,-0.003257093,-10.003257
1224,2023D28542,voor,-0.011125756,-10.261126
1225,2023D28436,voor,-0.03810288,-16.038103
1226,2023D27835,voor,-0.026692932,-8.026693
1227,2023D27891,voor,-0.020627845,-10.145628
1228,2023D27888,voor,-0.004687634,-10.379687
1229,2023D27896,tegen,-2.931049,-0.05604919
1230,2023D27902,voor,-0.01608446,-13.391085
1231,2023D27898,tegen,-3.4154277,-0.040427726
1232,2023D27879,voor,-0.007646849,-14.382647
1233,2023D27609,voor,-0.030254057,-7.780254
1234,2023D27611,tegen,-0.98137796,-0.48137793
1235,2023D27630,voor,-0.029797584,-12.779798
1236,2023D27637,voor,-0.062028743,-12.312029
1237,2023D27642,voor,-0.5218165,-1.0218165
1238,2023D27629,voor,-0.018191965,-13.893192
1239,2023D27640,voor,-0.023299517,-13.648299
1240,2023D27634,tegen,-1.913202,-0.16320199
1241,2023D27636,voor,-0.13671234,-2.1367123
1242,2023D27628,voor,-0.012551564,-13.762551
1243,2023D27886,voor,-0.042164795,-3.4171648
1244,2023D27887,voor,-0.018211871,-11.643212
1245,2023D27922,voor,-0.018200515,-12.643201
1246,2023D27882,voor,-0.004659385,-11.50466
1247,2023D27901,tegen,-7.0021105,-0.002110648
1248,2023D27878,voor,-0.008922523,-8.258923
1249,2023D27900,voor,-0.16030324,-11.660303
1250,2023D27905,voor,-0.004658435,-13.129659
1251,2023D27903,voor,-0.012798627,-6.387799
1252,2023D27899,voor,-0.4134054,-1.2884054
1253,2023D27906,voor,-0.018204499,-11.268205
1254,2023D27889,voor,-0.10029195,-13.475292
1255,2023D27890,voor,-0.02980743,-11.904807
1256,2023D27893,voor,-0.009167778,-6.5091677
1257,2023D27859,voor,-0.062021237,-13.562021
1258,2023D27837,voor,-0.062021576,-15.937021
1259,2023D27843,voor,-0.01819677,-15.393197
1260,2023D27831,voor,-0.100290775,-11.47529
1261,2023D27836,voor,-0.10030404,-10.725304
1262,2023D27834,voor,-0.02062399,-11.020624
1263,2023D27918,voor,-0.16029541,-12.1602955
1264,2023D27826,voor,-0.03809863,-12.663098
1265,2023D27827,voor,-0.018301884,-5.518302
1266,2023D27820,voor,-0.01646644,-7.8914666
1267,2023D27823,voor,-0.018245233,-10.143246
1268,2023D27874,voor,-0.016101824,-11.141102
1269,2023D27915,voor,-0.007687901,-10.007688
1270,2023D27822,voor,-0.033773985,-9.658774
1271,2023D27578,voor,-0.012999396,-7.7629995
1272,2023D27579,voor,-0.10030178,-13.725302
1273,2023D27580,voor,-0.005971334,-11.880971
1274,2023D27577,voor,-0.007641294,-13.757641
1275,2023D27581,voor,-0.054950435,-11.554951
1276,2023D27385,voor,-0.058532618,-3.0585327
1277,2023D27374,voor,-0.038106438,-13.663106
1278,2023D27360,voor,-0.07895599,-14.953956
1279,2023D27361,voor,-0.012556146,-13.762556
1280,2023D27372,voor,-0.026347794,-14.026348
1281,2023D27363,voor,-0.20164917,-9.201649
1282,2023D27370,voor,-0.062043868,-14.687044
1283,2023D27386,voor,-0.049017876,-8.049018
1284,2023D27388,voor,-0.018196419,-11.643196
1285,2023D27389,voor,-0.07053861,-7.5705385
1286,2023D27390,tegen,-0.76113117,-0.63613117
1287,2023D27424,voor,-0.029816905,-13.779817
1288,2023D27428,voor,-0.062050816,-13.812051
1289,2023D27422,voor,-0.078976266,-13.328977
1290,2023D27429,voor,-0.062033895,-15.812034
1291,2023D27418,voor,-0.36474562,-1.2397456
1292,2023D27417,voor,-0.012876065,-5.262876
1293,2023D27414,voor,-0.018403122,-8.643403
1294,2023D27421,voor,-0.029808119,-12.029808
1295,2023D27398,voor,-0.011089914,-12.38609
1296,2023D27394,voor,-0.018198172,-12.143198
1297,2023D27382,voor,-0.009804613,-12.884805
1298,2023D27309,voor,-0.00676001,-14.00676
1299,2023D27196,voor,-0.062047232,-13.687047
1300,2023D27256,voor,-0.039995324,-6.289995
1301,2023D27260,voor,-0.007646849,-12.507647
1302,2023D27253,tegen,-1.8073416,-0.18234164
1303,2023D27255,voor,-0.006751374,-13.006751
1304,2023D26722,voor,-0.018357243,-8.768357
1305,2023D26718,voor,-0.01610476,-10.766105
1306,2023D26871,voor,-0.029901369,-9.4049015
1307,2023D27027,voor,-0.009798234,-13.134798
1308,2023D26719,voor,-0.007652892,-11.882653
1309,2023D26767,voor,-0.012555324,-13.887555
1310,2023D26504,voor,-0.12699246,-15.876992
1311,2023D27076,voor,-0.0374101,-3.78741
1312,2023D26784,voor,-0.017416865,-6.642417
1313,2023D27278,voor,-0.00364343,-11.253643
1314,2023D27276,tegen,-6.255823,-0.005823214
1315,2023D27277,voor,-0.01421064,-12.514211
1316,2023D27282,voor,-0.012560156,-11.13756
1317,2023D27267,tegen,-13.375871,-0.000870487
1318,2023D27268,voor,-0.014208407,-12.514209
1319,2023D27266,voor,-0.011195659,-5.1361957
1320,2023D27275,tegen,-5.7538843,-0.003884393
1321,2023D27274,voor,-0.10028614,-14.3502865
1322,2023D27272,voor,-0.00392618,-8.128926
1323,2023D27273,tegen,-9.7519455,-0.001945176
1324,2023D27270,voor,-0.016090443,-11.51609
1325,2023D27217,voor,-0.016075544,-13.641075
1326,2023D27263,voor,-0.100323886,-15.100324
1327,2023D27214,voor,-0.005965646,-13.005965
1328,2023D27265,tegen,-6.2528863,-0.002886306
1329,2023D27215,voor,-0.16411333,-1.9141133
1330,2023D27264,tegen,-5.3807507,-0.005750795
1331,2023D27203,voor,-0.048649587,-14.92365
1332,2023D27201,voor,-0.012550859,-12.512551
1333,2023D27212,voor,-0.006047893,-9.506048
1334,2023D27213,tegen,-3.4100368,-0.0350369
1335,2023D26899,tegen,-4.1423607,-0.017360626
1336,2023D26897,voor,-0.07895941,-14.203959
1337,2023D26892,voor,-0.01608493,-13.641085
1338,2023D26898,tegen,-13.377138,-0.002138244
1339,2023D26456,voor,-0.009822198,-10.884822
1340,2023D26454,voor,-0.014203116,-17.014204
1341,2023D26455,tegen,-11.626079,-0.001078303
1342,2023D26450,voor,-0.1603017,-12.910302
1343,2023D26449,voor,-0.02330045,-15.5233
1344,2023D26201,voor,-0.011099467,-11.8861
1345,2023D26459,voor,-0.004117581,-11.504118
1346,2023D26457,voor,-0.048658337,-13.173658
1347,2023D26461,voor,-0.018485282,-4.393485
1348,2023D26460,voor,-0.004121619,-11.129122
1349,2023D26193,voor,-0.00422727,-9.129228
1350,2023D26195,voor,-0.007643306,-13.132644
1351,2023D26189,voor,-0.0487033,-9.923703
1352,2023D26199,voor,-0.008659723,-12.508659
1353,2023D26192,voor,-0.006755633,-12.756756
1354,2023D26197,voor,-0.012557562,-13.137558
1355,2023D26160,voor,-0.77121955,-0.77121955
1356,2023D26158,voor,-0.062039834,-13.312039
1357,2023D26180,voor,-0.075782835,-2.7007828
1358,2023D26050,voor,-0.10028528,-11.350286
1359,2023D26122,voor,-0.004121142,-11.379121
1360,2023D26056,voor,-0.47534296,-0.975343
1361,2023D26057,tegen,-6.8796573,-0.004657138
1362,2023D26028,tegen,-5.0080676,-0.008067799
1363,2023D26032,voor,-0.024843248,-4.024843
1364,2023D26053,voor,-0.018240431,-10.01824
1365,2023D26049,voor,-0.054970868,-10.179971
1366,2023D26043,voor,-0.014210051,-12.38921
1367,2023D26040,voor,-0.06202807,-13.187028
1368,2023D26038,voor,-0.013471487,-7.0134716
1369,2023D26027,voor,-0.018193958,-12.518194
1370,2023D26029,voor,-0.16030811,-12.535308
1371,2023D26046,voor,-0.01609232,-11.016092
1372,2023D25692,voor,-0.026358237,-13.901359
1373,2023D25828,voor,-0.004134323,-10.754134
1374,2023D25821,voor,-0.25205168,-11.252051
1375,2023D25845,voor,-0.012584531,-10.137585
1376,2023D25822,voor,-0.062035803,-11.312036
1377,2023D25450,voor,-0.02984687,-10.029847
1378,2023D25447,voor,-0.005963631,-12.005963
1379,2023D25559,voor,-0.014269286,-9.639269
1380,2023D25639,voor,-0.016075075,-12.891075
1381,2023D25562,voor,-0.13266867,-2.1326687
1382,2023D25449,voor,-0.016084343,-14.391085
1383,2023D25560,voor,-0.026417682,-9.651418
1384,2023D25452,voor,-0.029809732,-12.77981
1385,2023D25531,voor,-0.020595724,-14.270596
1386,2023D25451,voor,-0.022111215,-6.5221114
1387,2023D25172,voor,-0.020757692,-8.770758
1388,2023D25076,tegen,-1.912303,-0.16230302
1389,2023D25078,voor,-0.00470388,-9.8797035
1390,2023D25140,tegen,-3.8975515,-0.022551421
1391,2023D25085,voor,-0.029814832,-11.404815
1392,2023D25121,voor,-0.012552275,-14.137552
1393,2023D25084,voor,-0.12703961,-14.12704
1394,2023D25109,voor,-0.004965239,-8.129965
1395,2023D25075,voor,-0.05802227,-5.8080225
1396,2023D25136,voor,-0.004166252,-10.004167
1397,2023D25092,voor,-0.10029433,-13.850294
1398,2023D25081,voor,-0.04863608,-12.798636
1399,2023D25142,voor,-0.03810242,-12.788102
1400,2023D25099,voor,-0.011126814,-10.2611265
1401,2023D25113,voor,-0.007647795,-13.7576475
1402,2023D25102,tegen,-4.266283,-0.016283272
1403,2023D25096,voor,-0.078961395,-13.578961
1404,2023D25080,voor,-0.09725573,-4.8472557
1405,2023D25071,voor,-0.029812632,-14.404813
1406,2023D25148,tegen,-7.6274896,-0.002489692
1407,2023D25127,voor,-0.011182931,-9.386183
1408,2023D25103,voor,-0.02980002,-14.5298
1409,2023D25074,voor,-0.026353363,-12.776354
1410,2023D25073,voor,-0.019703357,-4.5197034
1411,2023D25077,voor,-0.012591236,-10.137591
1412,2023D25083,tegen,-8.002292,-0.002291329
1413,2023D25082,voor,-0.016638802,-5.5166388
1414,2023D25079,voor,-0.007658331,-11.257658
1415,2023D25123,voor,-0.023298003,-14.273298
1416,2023D25101,voor,-0.0789484,-13.453948
1417,2023D24497,voor,-0.03443749,-7.2844377
1418,2023D24748,voor,-0.012564865,-11.012565
1419,2023D24618,tegen,-13.000788,-0.000787948
1420,2023D24625,voor,-0.018241018,-10.143241
1421,2023D24628,voor,-0.07903322,-9.829033
1422,2023D24633,voor,-0.038114354,-11.288115
1423,2023D24496,voor,-0.36470625,-1.2397063
1424,2023D24498,voor,-0.026349882,-12.65135
1425,2023D24494,voor,-0.011089914,-13.01109
1426,2023D24769,voor,-0.07004914,-9.945049
1427,2023D24493,voor,-0.009850174,-9.7598505
1428,2023D24489,voor,-0.018194543,-13.018194
1429,2023D24765,tegen,-6.627459,-0.002459249
1430,2023D24763,voor,-0.005292577,-10.880293
1431,2023D24760,voor,-0.026347794,-13.151348
1432,2023D24764,voor,-0.010110077,-8.13511
1433,2023D24757,voor,-0.07897935,-14.0789795
1434,2023D24755,voor,-0.014210519,-14.264211
1435,2023D24752,tegen,-9.875653,-0.000652986
1436,2023D24750,tegen,-9.50091,-0.000909914
1437,2023D24751,voor,-0.006778843,-11.006779
1438,2023D24747,voor,-0.03810851,-11.413109
1439,2023D24749,voor,-0.003332657,-9.003333
1440,2023D24743,tegen,-10.2505665,-0.000566138
1441,2023D24746,voor,-0.011136724,-9.886137
1442,2023D24072,voor,-0.12699257,-12.626992
1443,2023D23698,voor,-0.01255792,-13.762558
1444,2023D23694,voor,-0.023307089,-14.273307
1445,2023D23511,voor,-0.2520311,-16.502031
1446,2023D23685,voor,-0.007066051,-8.132066
1447,2023D23509,voor,-0.04863313,-16.548634
1448,2023D23679,voor,-0.10030037,-14.725301
1449,2023D23677,voor,-0.004262177,-8.879262
1450,2023D23678,tegen,-9.25079,-0.000789975
1451,2023D23683,voor,-0.31709534,-1.3170953
1452,2023D23684,voor,-0.12702261,-15.752023
1453,2023D23515,voor,-0.1302035,-2.1302035
1454,2023D23517,voor,-0.004725007,-9.504725
1455,2023D23513,voor,-0.007647207,-12.3826475
1456,2023D23564,tegen,-7.6268277,-0.001827623
1457,2023D23674,voor,-0.078947626,-16.203947
1458,2023D23514,voor,-0.048656747,-11.423656
1459,2023D23506,voor,-0.010599347,-6.260599
1460,2023D23507,voor,-0.023548031,-4.523548
1461,2023D23504,voor,-0.011319775,-8.38632
1462,2023D23512,voor,-0.16078457,-2.1607845
1463,2023D23372,voor,-0.005271942,-13.755272
1464,2023D23385,voor,-0.005979635,-10.88098
1465,2023D23334,voor,-0.012712242,-8.7627125
1466,2023D23374,voor,-0.020698605,-9.145699
1467,2023D23332,tegen,-3.7748423,-0.024842324
1468,2023D23373,tegen,-3.4099174,-0.034917414
1469,2023D23355,voor,-0.018208707,-13.7682085
1470,2023D23352,voor,-0.04307124,-14.668071
1471,2023D23342,voor,-0.009807088,-11.509807
1472,2023D23351,voor,-0.10028981,-13.475289
1473,2023D23331,voor,-0.003287752,-9.503287
1474,2023D23348,voor,-0.009893735,-9.384893
1475,2023D23347,voor,-0.006756698,-11.881757
1476,2023D23333,voor,-0.012546504,-14.137547
1477,2023D22993,voor,-0.008660421,-13.13366
1478,2023D22567,voor,-0.011093565,-12.136093
1479,2023D22776,tegen,-3.1704216,-0.045421503
1480,2023D22492,voor,-0.008647545,-13.008648
1481,2023D22764,voor,-0.004663661,-11.754663
1482,2023D22992,tegen,-2.5812612,-0.08126119
1483,2023D22262,voor,-0.014213687,-14.389214
1484,2023D22225,voor,-0.014244837,-10.264245
1485,2023D22191,voor,-0.062029865,-12.68703
1486,2023D22483,voor,-0.008697301,-10.0086975
1487,2023D22481,voor,-0.016069092,-14.516069
1488,2023D22477,voor,-0.07897825,-10.578979
1489,2023D22482,voor,-0.5826928,-0.8326928
1490,2023D22479,voor,-0.06203221,-15.312032
1491,2023D22471,voor,-0.029124632,-3.9041247
1492,2023D22467,voor,-0.014208757,-13.764209
1493,2023D22472,tegen,-12.001381,-0.001380948
1494,2023D22475,voor,-0.014723498,-5.6397233
1495,2023D22293,voor,-0.13424423,-2.1342442
1496,2023D22473,tegen,-0.8298609,-0.5798609
1497,2023D22468,voor,-0.003267553,-9.753267
1498,2023D22470,tegen,-2.3535695,-0.10356939
1499,2023D22469,tegen,-11.876499,-0.001498911
1500,2023D22255,voor,-0.0789712,-14.328971
1501,2023D22252,voor,-0.038091864,-13.413092
1502,2023D22264,voor,-0.00980154,-11.884802
1503,2023D22245,voor,-0.016078597,-12.516079
1504,2023D22251,voor,-0.08985318,-3.9648533
1505,2023D22240,tegen,-4.8837204,-0.008720236
1506,2023D22244,voor,-0.005970269,-12.00597
1507,2023D22227,voor,-0.033699643,-14.4087
1508,2023D22236,voor,-0.2015224,-11.826523
1509,2023D22250,voor,-0.016080355,-13.51608
1510,2023D22213,voor,-0.5818865,-0.8318865
1511,2023D22220,voor,-0.104178876,-2.354179
1512,2023D22211,voor,-0.00412435,-11.379125
1513,2023D22218,voor,-0.002908297,-9.627909
1514,2023D22217,voor,-0.005260322,-13.75526
1515,2023D22214,voor,-0.011087555,-14.511087
1516,2023D22259,voor,-0.018214561,-10.643214
1517,2023D22196,voor,-0.034039836,-8.0340395
1518,2023D22199,voor,-0.01607977,-14.26608
1519,2023D22193,voor,-0.002945848,-9.127946
1520,2023D22195,tegen,-0.7608211,-0.6358211
1521,2023D22126,voor,-0.009712774,-6.8847127
1522,2023D22134,voor,-0.023291944,-13.648292
1523,2023D22132,voor,-0.005335028,-9.880335
1524,2023D22128,voor,-0.007638329,-13.882638
1525,2023D22124,tegen,-10.375592,-0.000592232
1526,2023D22096,voor,-0.018197702,-13.143198
1527,2023D22130,voor,-0.048662197,-13.673662
1528,2023D22127,voor,-0.003640811,-11.378641
1529,2023D21990,voor,-0.07895798,-11.453958
1530,2023D21904,voor,-0.01190494,-7.1369047
1531,2023D21903,voor,-0.011134598,-6.6361346
1532,2023D21975,voor,-0.06203031,-12.43703
1533,2023D21856,voor,-0.16604507,-1.9160451
1534,2023D21855,voor,-0.009827634,-10.509828
1535,2023D21852,voor,-0.011111136,-10.761111
1536,2023D21810,tegen,-12.500385,-0.00038539
1537,2023D21811,voor,-0.01422039,-11.13922
1538,2023D21243,voor,-0.078978464,-13.453979
1539,2023D21392,tegen,-3.4123106,-0.037310544
1540,2023D21372,voor,-0.004737226,-9.379737
1541,2023D21114,voor,-0.07895952,-14.328959
1542,2023D20628,voor,-0.038105525,-15.163106
1543,2023D21130,voor,-0.12701747,-12.252017
1544,2023D21128,voor,-0.007644014,-13.132644
1545,2023D21120,voor,-0.1607734,-7.7857733
1546,2023D21123,voor,-0.04864539,-12.798645
1547,2023D20665,voor,-0.0620386,-13.062038
1548,2023D21116,voor,-0.023307905,-13.398308
1549,2023D21115,voor,-0.38697323,-13.136973
1550,2023D20614,voor,-0.16030627,-12.785306
1551,2023D20626,voor,-0.038095996,-12.288096
1552,2023D20623,voor,-0.010463808,-5.8854637
1553,2023D20619,voor,-0.006747343,-12.881747
1554,2023D20622,voor,-0.13446705,-2.2594671
1555,2023D20511,voor,-0.100312985,-13.225313
1556,2023D20457,voor,-0.5441871,-0.9191871
1557,2023D20484,voor,-0.004129692,-11.129129
1558,2023D20513,voor,-0.38936117,-1.1393611
1559,2023D20510,voor,-0.012897013,-8.012897
1560,2023D20485,voor,-0.018193604,-14.143193
1561,2023D20254,voor,-0.011097577,-11.511098
1562,2023D20487,voor,-0.0790048,-13.954005
1563,2023D20480,voor,-0.062050257,-14.68705
1564,2023D20482,voor,-0.012575107,-10.762575
1565,2023D20483,voor,-0.007751556,-9.257751
1566,2023D20477,tegen,-5.5054054,-0.005405339
1567,2023D20481,voor,-0.009955709,-8.884955
1568,2023D20462,voor,-0.008688322,-10.633688
1569,2023D20461,voor,-0.04867628,-10.6736765
1570,2023D20455,voor,-0.005291512,-11.005292
1571,2023D20468,voor,-0.016099477,-10.7661
1572,2023D20421,tegen,-6.2533326,-0.003332776
1573,2023D20417,voor,-0.014397721,-8.639398
1574,2023D19476,voor,-0.078971416,-14.078972
1575,2023D19660,voor,-0.029793542,-15.154794
1576,2023D19479,voor,-0.048650388,-13.048651
1577,2023D19477,voor,-0.048643116,-14.423643
1578,2023D19480,voor,-0.029806728,-12.404807
1579,2023D19478,voor,-0.10029994,-11.8503
1580,2023D19369,voor,-0.007650165,-12.25765
1581,2023D19378,voor,-0.012550859,-13.762551
1582,2023D19335,voor,-0.014218513,-11.389218
1583,2023D17342,voor,-0.012557328,-12.762557
1584,2023D18938,tegen,-8.878102,-0.003102373
1585,2023D19182,voor,-0.38697743,-13.136977
1586,2023D19180,voor,-0.004943528,-6.3799434
1587,2023D18664,tegen,-1.0593097,-0.43430972
1588,2023D19173,voor,-0.023321532,-10.773321
1589,2023D19148,tegen,-4.6360345,-0.011034265
1590,2023D19177,tegen,-7.126771,-0.001771093
1591,2023D19174,voor,-0.16030018,-14.6603
1592,2023D19176,voor,-0.2520537,-12.127053
1593,2023D17002,voor,-0.004675288,-10.754675
1594,2023D17334,voor,-0.12700056,-13.252001
1595,2023D16969,voor,-0.018205546,-11.643206
1596,2023D17333,voor,-0.006762383,-14.0067625
1597,2023D17097,voor,-0.026369043,-11.151369
1598,2023D17332,voor,-0.003644257,-11.753644
1599,2023D17337,tegen,-5.7545576,-0.004557462
1600,2023D17233,voor,-0.089087114,-9.8390875
1601,2023D17096,voor,-0.005476721,-7.130477
1602,2023D17093,voor,-0.005287242,-11.130287
1603,2023D17094,voor,-0.003336337,-9.128336
1604,2023D17038,voor,-0.02637392,-10.776374
1605,2023D16973,voor,-0.007656085,-11.382656
1606,2023D16980,voor,-0.048634827,-11.923635
1607,2023D16983,voor,-0.01265562,-9.137655
1608,2023D16689,voor,-0.012554391,-13.137554
1609,2023D16703,voor,-0.008657359,-13.133657
1610,2023D16678,voor,-0.06203715,-14.187037
1611,2023D16702,voor,-0.006966848,-8.506967
1612,2023D16688,voor,-0.012548616,-13.637548
1613,2023D16623,voor,-0.078979135,-11.9539795
1614,2023D16635,voor,-0.018219132,-12.018219
1615,2023D16631,voor,-0.005279653,-11.88028
1616,2023D16632,voor,-0.009795284,-12.259795
1617,2023D16627,voor,-0.012551094,-14.137551
1618,2023D16489,voor,-0.100302964,-10.100303
1619,2023D15514,voor,-0.006009853,-7.25601
1620,2023D16463,voor,-0.048690815,-10.048691
1621,2023D15690,voor,-0.014221448,-14.264221
1622,2023D16451,voor,-0.062039386,-11.062039
1623,2023D16450,voor,-0.06205933,-14.937059
1624,2023D16449,voor,-0.06204533,-15.937045
1625,2023D16268,voor,-0.026347794,-12.526348
1626,2023D16448,tegen,-7.501796,-0.001795847
1627,2023D16445,voor,-0.062034573,-11.812035
1628,2023D16265,voor,-0.014260702,-9.76426
1629,2023D16443,voor,-0.07897924,-14.2039795
1630,2023D16447,tegen,-11.375395,-0.000395284
1631,2023D16446,voor,-0.005274788,-12.630275
1632,2023D16260,voor,-0.02634373,-13.526343
1633,2023D16259,voor,-0.026363704,-11.401363
1634,2023D16328,voor,-0.008703567,-10.008703
1635,2023D16329,voor,-0.026358822,-11.776359
1636,2023D16261,tegen,-7.6275854,-0.002585528
1637,2023D15851,voor,-0.062053163,-10.312053
1638,2023D15666,voor,-0.02982812,-10.779828
1639,2023D15660,voor,-0.01635739,-8.266357
1640,2023D15847,voor,-0.038124338,-10.788124
1641,2023D15846,tegen,-1.8064787,-0.1814788
1642,2023D15852,voor,-0.005963049,-13.130963
1643,2023D15668,voor,-0.12703152,-12.502031
1644,2023D15662,voor,-0.012577812,-10.512578
1645,2023D15656,voor,-0.07895897,-12.9539585
1646,2023D15654,voor,-0.023303946,-11.648304
1647,2023D15612,voor,-0.005153351,-6.880153
1648,2023D15625,voor,-0.008650146,-14.75865
1649,2023D15624,voor,-0.019520888,-6.6445208
1650,2023D15622,voor,-0.005328743,-10.130329
1651,2023D15577,voor,-0.01421675,-12.014216
1652,2023D15580,voor,-0.03813869,-10.163138
1653,2023D15583,voor,-0.01820695,-11.518207
1654,2023D15602,voor,-0.00765762,-11.757658
1655,2023D15569,voor,-0.009786901,-13.009787
1656,2023D15546,voor,-0.16031227,-11.535313
1657,2023D15582,voor,-0.026356155,-11.901356
1658,2023D15575,voor,-0.078966565,-11.203966
1659,2023D15564,voor,-0.0110951,-12.386095
1660,2023D15578,voor,-0.018192435,-14.393192
1661,2023D15545,voor,-0.007660347,-11.00766
1662,2023D15510,voor,-0.16029936,-11.160299
1663,2023D15517,voor,-0.018199693,-13.6432
1664,2023D15531,voor,-0.009803901,-11.509804
1665,2023D15525,voor,-0.004649896,-14.00465
1666,2023D15527,voor,-0.0065253,-7.5065255
1667,2023D15524,voor,-0.02329579,-11.398295
1668,2023D15498,voor,-0.011081073,-14.011081
1669,2023D15500,voor,-0.026833601,-4.7768335
1670,2023D15518,voor,-0.0381629,-9.663163
1671,2023D15499,tegen,-1.7039434,-0.2039434
1672,2023D15495,voor,-0.07895203,-13.953952
1673,2023D15496,voor,-0.011092857,-11.511093
1674,2023D15516,voor,-0.009795753,-12.134796
1675,2023D15492,voor,-0.038087048,-13.288087
1676,2023D15512,voor,-0.20149483,-12.701495
1677,2023D15511,voor,-0.048641413,-13.798641
1678,2023D15521,voor,-0.011521677,-5.886522
1679,2023D15519,voor,-0.04865561,-14.2986555
1680,2023D15520,voor,-0.062043868,-11.187044
1681,2023D15505,voor,-0.005266127,-14.380266
1682,2023D15509,voor,-0.10030662,-9.9753065
1683,2023D15522,voor,-0.0181922,-14.268192
1684,2023D15503,voor,-0.1603869,-9.410387
1685,2023D15286,voor,-0.10026577,-13.6002655
1686,2023D15273,voor,-0.026348142,-13.901348
1687,2023D15278,tegen,-10.001125,-0.001125572
1688,2023D15279,tegen,-10.625839,-0.000838927
